Time_Interval,Biomass,Fossil_Hard_coal,Waste,Hydro_Run-of-river_and_poundage,Nuclear,Hydro_Pumped_Storage,Hydro_Water_Reservoir,Fossil_Gas,Solar
2024/2/15 3:00,1408,976,904,3788,24392,1456,10072,13564,48
2024/2/15 4:00,1464,976,912,3904,24784,1556,11024,14916,48
2024/2/15 5:00,1408,976,908,3856,24868,1424,10872,14476,48
2024/2/15 6:00,1384,976,916,3768,25012,3284,10588,15016,40
2024/2/15 7:00,1480,976,928,4052,25132,8236,14180,18636,44
2024/2/15 8:00,1436,1156,944,4204,25484,8816,16252,19388,704
2024/2/15 9:00,1456,1368,928,4204,25624,5996,16436,19060,5664
2024/2/15 10:00,1504,1572,936,4180,25612,4092,15456,16932,13780
2024/2/15 11:00,1424,1772,888,3992,25644,3524,14504,13544,18964
2024/2/15 12:00,1440,1968,876,3960,25744,2980,13812,12400,23468
2024/2/15 13:00,1488,1932,888,3928,25728,1868,13512,11548,25856
2024/2/15 14:00,1560,1824,892,4196,25676,4072,14636,13260,19644
2024/2/15 15:00,1424,1648,912,4020,25696,7452,12828,14152,16368
2024/2/15 16:00,1472,1484,928,4204,25748,2728,13340,15680,14288
2024/2/15 17:00,1440,1304,916,4200,25844,2240,12880,19416,11400
2024/2/15 18:00,1484,1036,928,4528,25968,2628,13560,21988,4408
2024/2/15 19:00,1584,984,936,4836,26272,7496,19856,23028,488
2024/2/15 20:00,1540,988,928,4832,26528,9260,21764,22860,432
2024/2/15 21:00,1584,988,924,4868,26968,7904,20936,21508,432
2024/2/15 22:00,1512,992,920,4624,27152,4148,16380,20636,432
2024/2/15 23:00,1548,988,916,4568,27280,3072,16120,22132,432
2024/2/16 0:00,1560,988,908,4476,27392,2248,16012,20044,432
2024/2/16 1:00,1556,984,912,4448,27520,1396,13852,17296,432
2024/2/16 2:00,1532,992,896,4392,27644,1000,10736,16212,432
2024/2/16 3:00,1480,984,892,4436,27768,960,8424,15240,432
2024/2/16 4:00,1532,984,880,4476,27888,960,8148,15632,432
2024/2/16 5:00,1480,980,888,4476,28012,944,7744,15588,432
2024/2/16 6:00,1516,988,880,4548,28128,728,8356,16768,432
2024/2/16 7:00,1612,984,880,4728,28240,1880,13440,19064,420
2024/2/16 8:00,1556,1184,880,4740,28268,6820,15512,19124,1456
2024/2/16 9:00,1472,1380,888,4768,28292,3604,14668,19068,12168
2024/2/16 10:00,1428,1588,892,4576,28316,1636,11400,16676,31940
2024/2/16 11:00,1344,1768,880,4300,28320,1352,8220,14772,44464
2024/2/16 12:00,1472,2000,880,4496,28332,1044,8340,16308,47656
2024/2/16 13:00,1464,1892,888,4508,28328,832,7216,14728,50200
2024/2/16 14:00,1456,1824,896,4524,28320,804,8636,13936,47168
2024/2/16 15:00,1420,1688,888,4496,28312,804,9232,13268,45376
2024/2/16 16:00,1420,1480,904,4408,28320,564,9440,13324,42208
2024/2/16 17:00,1420,1284,920,4576,28324,756,11004,17276,34812
2024/2/16 18:00,1504,1068,908,4800,28336,3440,18104,22368,12824
2024/2/16 19:00,1556,976,908,5056,28324,10568,22344,23012,1928
2024/2/16 20:00,1540,976,912,5200,28328,11544,22704,22828,1132
2024/2/16 21:00,1516,976,920,5212,28332,10720,22992,23248,844
2024/2/16 22:00,1472,976,916,5176,28336,8916,20716,20368,512
2024/2/16 23:00,1496,980,832,5020,28336,6000,18536,18848,432
2024/2/17 0:00,1480,988,816,4680,28340,4780,16236,18208,432
2024/2/17 1:00,1392,992,860,4568,28336,4244,15392,16808,432
2024/2/17 2:00,1356,992,924,4432,28344,3516,13308,15796,416
2024/2/17 3:00,1424,988,940,4488,28340,3408,11952,16312,416
2024/2/17 4:00,1444,984,940,4444,28348,2012,10612,16336,416
2024/2/17 5:00,1456,992,940,4464,28344,1296,10588,16844,420
2024/2/17 6:00,1456,988,956,4456,28352,1324,10440,16876,432
2024/2/17 7:00,1444,988,952,4448,28348,3024,10164,16228,452
2024/2/17 8:00,1416,992,960,4420,28352,3992,9884,14944,2672
2024/2/17 9:00,1292,1060,944,4104,28364,2464,6708,11536,26328
2024/2/17 10:00,1292,1264,952,4200,28368,336,5128,10984,53324
2024/2/17 11:00,1400,1420,952,4192,28356,328,4860,11084,63088
2024/2/17 12:00,1324,1432,948,4004,28336,292,4020,10768,65344
2024/2/17 13:00,1356,1460,944,4076,28320,260,3836,10776,63516
2024/2/17 14:00,1364,1368,944,4060,28320,260,4028,10648,63524
2024/2/17 15:00,1284,1188,960,3932,28324,256,3372,10628,63416
2024/2/17 16:00,1348,1016,948,4080,28316,256,3804,12276,59920
2024/2/17 17:00,1368,976,964,4272,28304,900,6068,17344,44896
2024/2/17 18:00,1476,976,976,4536,28316,4636,13396,20576,15772
2024/2/17 19:00,1480,976,964,4808,28332,10932,19608,20468,2432
2024/2/17 20:00,1464,976,972,4944,28336,11988,18956,18952,1772
2024/2/17 21:00,1496,976,972,5004,28348,11992,18488,17852,1756
2024/2/17 22:00,1496,976,968,4940,28352,11272,16620,17288,1564
2024/2/17 23:00,1476,976,964,4832,28352,9812,15816,17496,1288
2024/2/18 0:00,1500,976,900,4756,28352,6200,14964,17612,892
2024/2/18 1:00,1488,976,960,4744,28352,3040,15060,16752,704
2024/2/18 2:00,1476,976,956,4672,28348,2876,14048,17204,416
2024/2/18 3:00,1424,976,904,4508,28360,2064,12496,17460,128
2024/2/18 4:00,1372,976,900,4424,28352,1324,11396,17180,48
2024/2/18 5:00,1364,976,896,4380,28352,1180,11108,17052,48
2024/2/18 6:00,1388,976,896,4376,28352,1284,10452,16860,44
2024/2/18 7:00,1344,976,892,4440,28352,1232,9300,16792,32
2024/2/18 8:00,1244,976,876,4424,28352,1220,9792,17068,2672
2024/2/18 9:00,1284,976,900,4280,28344,1304,7812,15588,25040
2024/2/18 10:00,668,488,440,2064,14176,108,2768,6764,26852
2024/2/18 11:00,1268,1040,932,3992,28352,392,4708,11768,61480
2024/2/18 12:00,1328,1164,916,4060,28356,364,4316,11756,62208
2024/2/18 13:00,1428,1372,916,4052,28352,276,4736,11844,60260
2024/2/18 14:00,1416,1280,928,3980,28340,248,4308,11328,60068
2024/2/18 15:00,1416,1096,912,3952,28324,268,3376,11768,57608
2024/2/18 16:00,1384,976,908,3888,28320,236,5248,11512,53448
2024/2/18 17:00,1364,976,920,3888,28320,1468,6560,15744,40100
2024/2/18 18:00,1376,976,956,4168,28336,3512,13052,20320,15376
2024/2/18 19:00,1456,980,948,4556,28332,8156,16472,20360,3032
2024/2/18 20:00,1540,984,952,4652,28336,10464,18000,19932,2160
2024/2/18 21:00,1508,980,948,4640,28344,10220,19512,18616,2088
2024/2/18 22:00,1468,984,948,4532,28348,6748,18564,18140,1852
2024/2/18 23:00,1476,988,964,4484,28352,6188,17844,17984,1432
2024/2/19 0:00,1412,984,948,4100,28352,2856,13088,17512,1072
2024/2/19 1:00,1400,984,964,3892,28352,2196,7240,16832,836
2024/2/19 2:00,1368,976,960,3816,28352,1756,5668,15956,608
2024/2/19 3:00,1412,976,960,3892,28352,1152,6144,17084,460
2024/2/19 4:00,1400,980,972,3884,28352,932,5744,18024,204
2024/2/19 5:00,1412,976,972,3816,28348,1344,7272,18936,192
2024/2/19 6:00,1380,980,960,3832,28328,1888,10692,17852,192
2024/2/19 7:00,1380,980,960,4012,28312,4196,13284,18896,192
2024/2/19 8:00,1400,1188,956,4248,28304,6636,15908,19768,2408
2024/2/19 9:00,1240,1400,944,3984,28304,4036,10340,19252,24680
2024/2/19 10:00,1268,1608,956,3960,28300,1244,6372,16388,50780
2024/2/19 11:00,1304,1800,932,3624,28296,960,4984,14540,60888
2024/2/19 12:00,1304,1984,928,3484,28288,972,6000,14516,62500
2024/2/19 13:00,1328,1908,928,3396,28284,884,5024,13700,63772
2024/2/19 14:00,1356,1824,944,3412,28264,888,4952,13388,63868
2024/2/19 15:00,1332,1720,932,3352,28256,880,4944,13360,63892
2024/2/19 16:00,1260,1548,932,3504,28240,772,4260,13112,62584
2024/2/19 17:00,1316,1568,944,3696,28244,1708,7080,17012,48064
2024/2/19 18:00,1396,1616,960,4004,28248,4452,11584,22220,18324
2024/2/19 19:00,1408,1476,964,4356,28252,9172,18480,24736,3708
2024/2/19 20:00,1420,1408,964,4580,28256,11244,19532,25684,2800
2024/2/19 21:00,1496,1284,960,4548,28276,10948,19152,24012,2676
2024/2/19 22:00,1500,1068,960,4472,28300,6096,15292,22136,2464
2024/2/19 23:00,1500,988,956,4292,28304,2312,13112,19684,1660
2024/2/20 0:00,1456,976,960,4084,28304,1680,14208,18480,964
2024/2/20 1:00,1472,980,960,3980,28292,1956,14984,18104,700
2024/2/20 2:00,1420,980,944,3800,28288,1196,14356,17868,380
2024/2/20 3:00,1496,980,952,3824,28288,1056,14968,18692,128
2024/2/20 4:00,1460,976,936,3780,28292,1020,14900,18688,40
2024/2/20 5:00,1436,984,956,3808,28292,1548,15592,19004,44
2024/2/20 6:00,1428,980,948,3808,28288,1756,16768,21428,48
2024/2/20 7:00,1496,1176,940,4128,28280,6784,20908,23796,64
2024/2/20 8:00,1532,1392,944,4088,28284,10076,22068,24996,2936
2024/2/20 9:00,1416,1584,944,3744,28284,4268,15616,20268,26020
2024/2/20 10:00,1436,1800,896,3880,28296,2184,14200,14316,52144
2024/2/20 11:00,1376,1832,856,3804,28300,2588,12716,11656,63888
2024/2/20 12:00,1364,2016,892,3648,28288,2500,10980,11532,64140
2024/2/20 13:00,1440,1896,904,3768,28304,2464,11660,12256,63352
2024/2/20 14:00,1424,1808,908,3740,28292,2344,11420,12268,63576
2024/2/20 15:00,1444,1668,916,3708,28288,1576,10000,12720,64292
2024/2/20 16:00,1480,1484,920,3736,28276,1728,10776,16660,59980
2024/2/20 17:00,1476,1532,980,3816,28272,1608,12028,23416,44464
2024/2/20 18:00,1588,1568,1028,4156,28264,4724,17820,28284,17232
2024/2/20 19:00,1568,1452,1024,4292,28260,10780,20180,31096,3708
2024/2/20 20:00,1588,1424,1040,4564,28268,10720,19964,33312,2772
2024/2/20 21:00,1604,1332,1048,4628,28280,9916,19504,30392,2232
2024/2/20 22:00,1584,1128,1020,4512,28296,9904,19228,27152,2064
2024/2/20 23:00,1588,992,1008,4308,28304,8748,18584,22800,1812
2024/2/21 0:00,1576,992,1028,3844,28312,9656,19068,18508,1568
2024/2/21 1:00,1604,988,1060,3652,28312,8624,19116,17660,996
2024/2/21 2:00,1552,980,1052,3528,28320,6436,18520,17008,476
2024/2/21 3:00,1540,980,1060,3488,28320,4600,17332,16424,368
2024/2/21 4:00,1548,980,1064,3440,28308,4504,16800,16336,244
2024/2/21 5:00,1552,984,1072,3484,28304,4232,15684,17100,192
2024/2/21 6:00,1532,976,1072,3620,28312,6796,16336,20480,192
2024/2/21 7:00,1560,1092,1068,4088,28304,12284,20736,22272,192
2024/2/21 8:00,1548,1384,1060,4212,28320,12264,20432,23756,2940
2024/2/21 9:00,1452,1572,1040,3844,28328,6836,14392,21708,24712
2024/2/21 10:00,1436,1780,1052,3576,28324,2888,14096,17924,46264
2024/2/21 11:00,1412,2008,1012,3700,28320,2020,11136,12772,59244
2024/2/21 12:00,1376,1888,1016,3676,28304,1740,9944,11396,63760
2024/2/21 13:00,1452,1824,1012,3520,28288,1852,9900,12016,60604
2024/2/21 14:00,1444,1824,996,3456,28288,2152,10840,12360,56164
2024/2/21 15:00,1428,1708,992,3764,28280,3392,10928,13160,48112
2024/2/21 16:00,1508,1492,988,3944,28264,5008,13140,16052,36680
2024/2/21 17:00,1392,1556,976,3580,28256,6796,15864,20408,23400
2024/2/21 18:00,1600,1616,996,3660,28256,8916,18672,22988,7760
2024/2/21 19:00,1720,1500,1036,4240,28256,12456,22176,24364,2128
2024/2/21 20:00,1672,1424,1040,4132,28256,12864,22364,22628,1756
2024/2/21 21:00,1688,1288,1040,4008,28252,13168,21756,20276,1480
2024/2/21 22:00,1572,1076,1008,3852,28240,10284,19152,17940,1380
2024/2/21 23:00,1540,992,972,3656,28228,4916,16216,15112,1036
2024/2/22 0:00,1512,992,948,3816,27668,2628,13544,12484,636
2024/2/22 1:00,1408,992,960,3708,26020,1856,10484,11092,408
2024/2/22 2:00,1404,992,960,3808,25328,1772,8340,11636,316
2024/2/22 3:00,1356,992,960,3816,25248,1628,7416,11812,316
2024/2/22 4:00,1308,992,964,3796,25248,1476,7628,11396,312
2024/2/22 5:00,1264,992,956,3736,25252,956,6820,11100,304
2024/2/22 6:00,1252,992,936,3848,25256,1636,8632,12260,304
2024/2/22 7:00,1196,1164,924,3820,25220,2700,14416,13312,216
2024/2/22 8:00,1160,1392,932,3828,24660,5128,15820,13344,2376
2024/2/22 9:00,1168,1568,932,3960,23748,1680,13716,11588,19084
2024/2/22 10:00,1272,1776,916,4028,22924,1656,9524,10348,33704
2024/2/22 11:00,1284,1824,888,3816,22424,1564,9536,10040,36536
2024/2/22 12:00,1308,2012,864,3812,22168,1036,8908,9364,36956
2024/2/22 13:00,1296,1876,868,3884,22176,396,6900,9040,35328
2024/2/22 14:00,1320,1824,860,3904,22184,260,6340,9048,33552
2024/2/22 15:00,1376,1696,864,3920,22196,296,7316,8908,28556
2024/2/22 16:00,1284,1488,864,3904,22216,1240,9524,9112,22272
2024/2/22 17:00,1184,1544,876,3880,22240,1236,7896,10152,15456
2024/2/22 18:00,1276,1616,816,4204,22256,2520,8616,13564,5324
2024/2/22 19:00,1272,1504,804,4316,22252,6548,10460,15384,900
2024/2/22 20:00,1292,1424,812,4496,22236,7968,13564,15812,564
2024/2/22 21:00,948,992,612,3352,16676,6204,10440,12216,228
2024/2/22 22:00,1248,1084,816,4324,22244,6652,11592,12444,304
2024/2/22 23:00,1200,992,820,4208,22228,5316,9716,9356,264
2024/2/23 0:00,1136,992,816,4028,22212,2208,6568,8452,224
2024/2/23 1:00,1160,992,816,3980,22224,484,7064,9616,208
2024/2/23 2:00,1188,992,812,4016,22220,432,7192,8912,208
2024/2/23 3:00,976,992,824,3968,22228,340,6384,8380,208
2024/2/23 4:00,924,992,824,3892,22228,824,6388,8024,208
2024/2/23 5:00,928,988,816,3904,22224,1144,6584,8256,200
2024/2/23 6:00,848,988,812,3876,22224,2272,6432,8544,208
2024/2/23 7:00,836,1128,808,3964,22228,6640,8180,9192,240
2024/2/23 8:00,860,1376,808,4096,22228,8396,10552,10444,3280
2024/2/23 9:00,788,1568,812,4004,22224,3508,7196,9552,24016
2024/2/23 10:00,804,1776,788,4012,22232,372,5408,8792,43864
2024/2/23 11:00,780,1820,800,3888,22240,0,4032,8848,49060
2024/2/23 12:00,804,1976,812,3768,22244,0,3740,9164,50724
2024/2/23 13:00,912,1912,808,3908,22240,0,4020,9808,49280
2024/2/23 14:00,920,1968,808,3940,22248,0,3712,9356,45572
2024/2/23 15:00,948,1900,792,3936,22252,0,3700,8920,43516
2024/2/23 16:00,1056,1708,804,3956,22228,12,4428,9252,39792
2024/2/23 17:00,1188,1616,800,4096,22240,836,5748,11180,28388
2024/2/23 18:00,1208,1472,800,4196,22256,4220,6508,13268,9844
2024/2/23 19:00,1192,1288,808,4408,22236,11200,11480,13368,1196
2024/2/23 20:00,1184,1216,800,4544,22240,13096,12540,13648,736
2024/2/23 21:00,1064,1064,800,4568,22244,12128,11988,12744,604
2024/2/23 22:00,1088,976,808,4456,22240,10240,8976,11532,464
2024/2/23 23:00,1076,976,812,4400,22240,10316,6364,10092,320
2024/2/24 0:00,1044,976,816,4312,22240,5892,5236,10272,208
2024/2/24 1:00,972,980,804,4092,22256,2116,5116,10600,208
2024/2/24 2:00,1068,976,816,4080,22256,852,5032,10124,196
2024/2/24 3:00,1064,976,800,4032,22256,188,4932,10480,176
2024/2/24 4:00,1060,976,816,4092,22256,288,5792,11340,176
2024/2/24 5:00,1128,980,816,4176,22256,304,6788,11080,176
2024/2/24 6:00,1016,976,808,4024,22248,216,5896,11528,176
2024/2/24 7:00,1020,976,824,4132,22252,968,6152,10508,176
2024/2/24 8:00,1040,976,832,4204,22244,1924,7016,10100,2756
2024/2/24 9:00,1036,976,828,4168,22244,604,6964,10152,21944
2024/2/24 10:00,1100,976,824,4192,22252,312,6044,10140,42244
2024/2/24 11:00,872,976,816,3820,22252,292,5204,9772,49980
2024/2/24 12:00,1080,980,808,3944,22252,156,4360,9644,49920
2024/2/24 13:00,1096,976,812,3900,22256,180,3600,9500,48376
2024/2/24 14:00,1108,980,804,3996,22256,116,3456,9896,45484
2024/2/24 15:00,1116,976,820,3992,22256,152,3652,9972,42444
2024/2/24 16:00,1120,980,820,3984,22256,236,4116,10408,38920
2024/2/24 17:00,1152,976,832,4100,22252,264,5632,12440,31328
2024/2/24 18:00,1124,980,816,4332,22248,2612,11468,13240,11772
2024/2/24 19:00,1148,976,816,4576,19776,8980,15416,13920,1272
2024/2/24 20:00,1036,980,812,4644,18656,10104,17252,12132,1040
2024/2/24 21:00,1016,976,816,4716,18656,9256,15656,11724,860
2024/2/24 22:00,1024,976,816,4528,18656,8364,11372,11524,600
2024/2/24 23:00,1044,976,816,4376,18668,5880,8504,11456,520
2024/2/25 0:00,1072,976,816,4292,18668,2476,8764,13052,300
2024/2/25 1:00,1076,980,832,4128,18656,1476,6892,11708,176
2024/2/25 2:00,1100,976,816,4200,18656,1176,5652,11132,176
2024/2/25 3:00,1076,976,816,4156,18656,1076,5852,11624,176
2024/2/25 4:00,1120,976,804,4136,18656,988,5588,11776,176
2024/2/25 5:00,1056,980,800,4100,18656,788,6772,12244,176
2024/2/25 6:00,1108,976,788,4136,18656,632,6384,11964,176
2024/2/25 7:00,1076,976,800,4256,18656,192,6428,11944,180
2024/2/25 8:00,1036,976,800,4356,18652,428,5896,12576,1188
2024/2/25 9:00,1096,976,792,4488,18656,1328,6408,12256,7140
2024/2/25 10:00,1088,976,796,4468,18656,1480,6360,10828,15792
2024/2/25 11:00,1028,976,784,4296,18656,1052,5792,9792,21868
2024/2/25 12:00,1016,976,784,4280,18656,476,4588,9416,27940
2024/2/25 13:00,1144,976,784,4360,18656,240,4760,10128,31052
2024/2/25 14:00,1128,976,784,4392,18656,252,5252,11216,29124
2024/2/25 15:00,1076,976,776,4368,18656,248,5244,10376,24832
2024/2/25 16:00,1044,976,788,4276,18652,232,5792,9916,19004
2024/2/25 17:00,944,976,800,4224,18640,908,6048,9392,12404
2024/2/25 18:00,984,980,796,4432,18628,3020,7728,9728,5192
2024/2/25 19:00,1016,976,808,4652,18624,7168,9636,9828,408
2024/2/25 20:00,956,976,800,4872,18624,9108,11176,9864,180
2024/2/25 21:00,944,976,796,5032,18660,8996,11588,10016,188
2024/2/25 22:00,968,976,788,5016,18768,5660,10596,9912,192
2024/2/25 23:00,988,976,784,4984,18896,3064,10168,9992,192
2024/2/26 0:00,916,976,792,4928,19024,2440,9500,10016,192
2024/2/26 1:00,856,976,804,4788,19136,812,8816,10548,176
2024/2/26 2:00,852,976,800,4672,19264,212,8596,10812,176
2024/2/26 3:00,844,976,812,4568,19376,164,7912,10304,176
2024/2/26 4:00,888,976,812,4496,19500,236,8176,10452,176
2024/2/26 5:00,884,980,808,4608,19632,692,9344,10336,176
2024/2/26 6:00,900,1168,800,4796,19744,2444,11408,11356,176
2024/2/26 7:00,892,1328,784,4908,19864,5436,12228,11520,184
2024/2/26 8:00,864,1584,788,4892,19920,8152,13004,12396,2060
2024/2/26 9:00,904,1752,780,4844,19920,5668,12320,13136,15332
2024/2/26 10:00,924,1948,780,4784,19920,1352,12288,13440,32584
2024/2/26 11:00,944,1924,752,4744,19924,456,11568,12952,39616
2024/2/26 12:00,884,1808,768,4576,19968,408,10112,12452,42004
2024/2/26 13:00,952,1808,768,4688,19968,576,9312,12152,43624
2024/2/26 14:00,840,1700,768,4608,19964,300,8928,11508,43352
2024/2/26 15:00,876,1492,720,4632,19956,236,8820,11184,40568
2024/2/26 16:00,924,1408,712,4728,19968,268,9036,11468,34704
2024/2/26 17:00,912,1296,744,4948,19980,328,10588,13420,26244
2024/2/26 18:00,804,1084,768,4704,19976,1072,12556,13120,12076
2024/2/26 19:00,836,988,772,4988,19968,5896,15548,14732,1620
2024/2/26 20:00,896,976,784,5036,19980,8548,16088,14368,764
2024/2/26 21:00,836,976,796,5068,19984,8132,16412,14028,344
2024/2/26 22:00,928,976,748,5256,19984,4752,15172,12612,256
2024/2/26 23:00,912,976,744,5012,19980,2644,12868,11224,184
2024/2/27 0:00,940,976,764,4788,19976,2228,11656,9948,144
2024/2/27 1:00,924,976,788,4592,19976,2288,11540,9396,144
2024/2/27 2:00,996,976,796,4800,19976,1060,11460,10080,144
2024/2/27 3:00,996,976,804,4712,19976,1396,11512,10116,144
2024/2/27 4:00,932,976,796,4504,19972,1864,11320,9448,144
2024/2/27 5:00,904,984,800,4436,19972,1968,11252,9344,144
2024/2/27 6:00,948,1192,800,4500,19968,2888,11760,9672,144
2024/2/27 7:00,1000,1392,792,4628,19972,4092,13552,9900,156
2024/2/27 8:00,996,1548,784,4668,19984,5964,16256,10484,3224
2024/2/27 9:00,956,1760,792,4568,19960,2720,12996,9344,25020
2024/2/27 10:00,924,1968,796,4308,19944,612,11464,9476,43584
2024/2/27 11:00,984,1948,784,4336,19940,304,11260,9608,51040
2024/2/27 12:00,1020,1824,784,4348,19952,300,11508,9540,52536
2024/2/27 13:00,1008,1824,784,4324,19960,276,11404,9680,52500
2024/2/27 14:00,956,1696,784,4396,19968,260,11052,9684,51680
2024/2/27 15:00,984,1484,772,4508,19960,316,11280,9888,47380
2024/2/27 16:00,960,1408,800,4396,19960,320,11752,10924,41108
2024/2/27 17:00,984,1260,840,4480,19952,468,12892,13184,33552
2024/2/27 18:00,928,1204,848,4472,19952,3820,14984,15028,15608
2024/2/27 19:00,1036,1044,848,4776,19952,9364,17988,18180,2504
2024/2/27 20:00,1096,976,848,4940,20116,10916,19480,17288,1548
2024/2/27 21:00,1104,976,856,5000,20476,11048,19308,16648,1312
2024/2/27 22:00,1036,976,852,4748,20480,8996,17836,15064,1008
2024/2/27 23:00,1036,976,852,4652,20552,6312,15776,12036,920
2024/2/28 0:00,1124,976,856,4536,20844,5468,14896,11564,756
2024/2/28 1:00,1184,976,864,4468,21188,6312,15148,11756,712
2024/2/28 2:00,1060,976,864,4192,21252,4488,14188,12252,432
2024/2/28 3:00,1060,976,856,4220,21280,3200,12756,12104,304
2024/2/28 4:00,1100,976,852,4276,21524,2504,12676,11848,260
2024/2/28 5:00,1060,976,856,4184,21660,3104,12684,11484,116
2024/2/28 6:00,1048,1188,852,4120,21708,3464,13716,12372,128
2024/2/28 7:00,1064,1420,820,4244,21724,7264,15232,14328,176
2024/2/28 8:00,992,1628,824,4112,21828,8316,19480,14484,4644
2024/2/28 9:00,984,1764,808,4120,22160,2196,13732,13228,31212
2024/2/28 10:00,1092,1964,808,4152,22504,1304,12804,11488,53812
2024/2/28 11:00,1124,1944,820,4088,22692,620,11152,9968,61884
2024/2/28 12:00,1132,1824,816,4296,22712,272,10872,10192,63236
2024/2/28 13:00,1128,1824,816,4232,22728,204,10604,10080,62764
2024/2/28 14:00,1136,1712,844,4364,22728,188,10764,10008,61108
2024/2/28 15:00,1104,1616,852,4456,22732,228,10840,10360,60304
2024/2/28 16:00,1180,1528,856,4464,22744,324,12172,11896,57784
2024/2/28 17:00,1108,1308,868,4376,22748,576,13476,14908,47652
2024/2/28 18:00,1288,1080,852,4684,22748,2948,16028,18980,21616
2024/2/28 19:00,1300,992,844,4892,22752,10540,22804,23408,3604
2024/2/28 20:00,1204,992,852,5016,22748,12216,23516,23792,2196
2024/2/28 21:00,1244,992,860,5172,22760,13504,21776,22820,1968
2024/2/28 22:00,1308,992,864,5300,22756,12120,17980,20584,1892
2024/2/28 23:00,1348,992,872,5220,22756,8896,15912,18652,1712
2024/2/29 0:00,1264,992,892,4992,22748,7872,15896,14604,1304
2024/2/29 1:00,1304,992,904,4848,22748,7780,16628,11440,824
2024/2/29 2:00,1300,980,904,4724,22752,6344,16284,11016,472
2024/2/29 3:00,1320,976,892,4732,22764,5168,16008,11212,264
2024/2/29 4:00,1260,976,892,4728,22760,5024,13812,11848,80
2024/2/29 5:00,1268,976,900,4736,22760,4332,12860,12572,64
2024/2/29 6:00,1228,976,888,4664,22768,5008,14252,14260,64
2024/2/29 7:00,1256,1256,880,4848,22764,7780,16132,16988,88
2024/2/29 8:00,1176,1588,880,4672,22716,8420,19884,16484,6364
2024/2/29 9:00,1164,1784,880,4572,22764,3344,13676,10864,33156
2024/2/29 10:00,1244,1964,856,4520,22784,2128,12176,7936,53020
2024/2/29 11:00,1228,1912,848,4352,22768,1136,12316,8072,58660
2024/2/29 12:00,1304,1824,856,4392,22768,856,11868,8176,58432
2024/2/29 13:00,1312,1824,840,4452,22768,928,11560,8292,57548
2024/2/29 14:00,1228,1692,840,4356,22756,268,11872,8136,56748
2024/2/29 15:00,1164,1500,828,4268,22776,180,11168,8116,55448
2024/2/29 16:00,1196,1424,816,4324,22768,232,11292,8448,50108
2024/2/29 17:00,1312,1304,836,4420,22868,1176,12436,8956,41100
2024/2/29 18:00,1356,1092,836,4812,23016,3076,15728,12200,19076
2024/2/29 19:00,1376,992,824,4980,23120,6512,17496,13472,3240
2024/2/29 20:00,1236,992,832,4924,23248,8876,18872,12724,1652
2024/2/29 21:00,1300,992,832,5076,23376,8568,18816,12584,1460
2024/2/29 22:00,1292,992,836,4944,23488,6444,16932,11164,1336
2024/2/29 23:00,1240,992,856,4764,23616,4900,13872,9316,1200
2024/3/1 0:00,1236,992,872,4660,23736,1680,12612,8300,1152
2024/3/1 1:00,1192,992,884,4576,23856,1824,14112,7984,1068
2024/3/1 2:00,1152,992,880,4460,23948,1888,14136,8320,772
2024/3/1 3:00,1260,992,884,4572,23952,1452,14240,9308,356
2024/3/1 4:00,1244,992,880,4536,23952,1676,15232,9688,112
2024/3/1 5:00,1220,992,880,4496,23952,1668,15340,9552,112
2024/3/1 6:00,1272,1156,872,4576,23952,2908,16044,10176,104
2024/3/1 7:00,1260,1372,876,4704,23952,5760,21160,11020,180
2024/3/1 8:00,1228,1544,868,4772,23952,7336,22740,10868,7028
2024/3/1 9:00,1172,1796,868,4656,23952,2540,15316,7784,36636
2024/3/1 10:00,1316,2000,880,4668,23952,976,12876,7268,56172
2024/3/1 11:00,1236,2032,880,4348,23956,348,11808,7044,61928
2024/3/1 12:00,1252,1900,872,4312,23972,172,12104,7300,62696
2024/3/1 13:00,1156,1824,844,4228,23984,116,11800,7568,61364
2024/3/1 14:00,1196,1824,832,4284,23980,124,11380,7368,59620
2024/3/1 15:00,1228,1704,860,4412,23980,188,12204,7360,57304
2024/3/1 16:00,1152,1508,872,4460,23980,172,12256,7348,51956
2024/3/1 17:00,1236,1292,876,4612,24000,972,12872,8704,41316
2024/3/1 18:00,1256,1068,880,4728,24000,1928,13896,11976,18316
2024/3/1 19:00,1288,992,872,5204,24000,8876,17932,14712,3504
2024/3/1 20:00,1144,992,876,5224,24000,11108,21212,14244,2340
2024/3/1 21:00,1192,992,864,5512,24000,10520,20136,13720,2204
2024/3/1 22:00,1112,992,860,5464,24000,6924,14996,12872,1668
2024/3/1 23:00,1108,992,856,5380,24000,3728,13660,11776,1588
2024/3/2 0:00,1068,1008,864,5324,23876,2720,15212,10668,1340
2024/3/2 1:00,1156,1000,856,5140,23412,2112,14384,10152,984
2024/3/2 2:00,1156,992,876,5024,22932,1764,13208,9704,368
2024/3/2 3:00,1136,992,864,4944,22452,1168,12892,9628,124
2024/3/2 4:00,1152,992,864,4904,21980,896,13208,9636,112
2024/3/2 5:00,1180,992,860,4940,21512,1028,13452,9708,112
2024/3/2 6:00,1152,992,860,4880,21108,1068,12588,9580,112
2024/3/2 7:00,1124,992,868,4912,20708,2076,12060,9488,144
2024/3/2 8:00,1168,992,856,4844,20448,2844,12924,9164,3188
