Time_Interval,Biomass,Fossil_Hard_coal,Waste,Hydro_Run-of-river_and_poundage,Nuclear,Hydro_Pumped_Storage,Hydro_Water_Reservoir,Fossil_Gas,Solar
2024/1/1 0:00,988,1120,972,4036,28384,4916,8952,17748,112
2024/1/1 1:00,940,1100,988,3856,28384,3436,8044,17324,112
2024/1/1 2:00,884,1088,988,3760,28384,3776,7584,17304,112
2024/1/1 3:00,856,1088,972,3684,28384,3168,6744,17908,112
2024/1/1 4:00,876,1088,984,3612,28384,1508,6160,17752,112
2024/1/1 5:00,848,1088,992,3520,28368,1564,5372,18740,112
2024/1/1 6:00,856,1088,984,3440,28368,2132,5212,18544,112
2024/1/1 7:00,868,1088,972,3396,28368,2036,6732,18224,112
2024/1/1 8:00,844,1088,976,3376,28368,904,6816,18000,136
2024/1/1 9:00,864,1088,976,3436,28368,492,6584,19468,2628
2024/1/1 10:00,848,1088,964,3308,28368,300,5564,15992,13832
2024/1/1 11:00,836,1088,972,3232,28368,0,5580,13116,27668
2024/1/1 12:00,836,1084,964,3100,28368,0,4912,12036,35520
2024/1/1 13:00,856,1040,964,3048,28368,0,4668,11440,39044
2024/1/1 14:00,836,1040,964,3156,28368,0,5632,12412,41368
2024/1/1 15:00,840,1028,968,3180,28368,0,5732,12548,43548
2024/1/1 16:00,832,1008,976,3144,28368,0,5408,12164,34032
2024/1/1 17:00,856,1008,972,3400,28368,2136,6916,15816,14076
2024/1/1 18:00,908,1008,984,3576,28364,6824,8856,14628,1672
2024/1/1 19:00,948,1008,976,3900,28360,9132,10388,12652,480
2024/1/1 20:00,928,1008,980,4012,28352,9524,11916,11996,348
2024/1/1 21:00,936,1008,980,4048,28352,10604,12380,12868,272
2024/1/1 22:00,920,1008,976,3896,28352,8964,10968,11844,240
2024/1/1 23:00,868,1008,980,3640,28360,7084,7236,12484,236
2024/1/2 0:00,868,1008,964,3252,28368,1564,5488,13416,240
2024/1/2 1:00,876,1008,968,3168,28360,332,5316,14020,236
2024/1/2 2:00,912,1008,976,3200,28352,208,4932,15124,112
2024/1/2 3:00,960,1008,976,3028,28352,208,4700,14220,112
2024/1/2 4:00,964,1008,960,3068,28352,208,4744,14064,112
2024/1/2 5:00,964,1032,960,3136,28348,208,4804,15132,112
2024/1/2 6:00,1012,1088,960,3132,28352,212,4912,15392,112
2024/1/2 7:00,996,1088,972,3376,28348,1784,6556,16060,112
2024/1/2 8:00,1000,1088,964,3356,28336,4156,7668,13964,224
2024/1/2 9:00,1020,1140,960,3520,28344,5540,9352,12020,5020
2024/1/2 10:00,996,1168,944,3372,28360,3000,9264,9672,19088
2024/1/2 11:00,1048,1212,932,3484,28368,2688,8928,9868,26760
2024/1/2 12:00,1096,1216,944,3396,28364,2392,8452,10988,29148
2024/1/2 13:00,1072,1316,960,3300,28352,2600,8096,10400,28756
2024/1/2 14:00,1096,1248,948,3564,28352,2704,7832,10868,27700
2024/1/2 15:00,1080,1248,952,3580,28352,1596,7492,9864,27488
2024/1/2 16:00,1024,1248,940,3632,28352,3744,8276,10476,19880
2024/1/2 17:00,1068,1248,928,3712,28344,6088,10480,13776,8040
2024/1/2 18:00,1100,1248,928,4028,28352,7976,13168,15584,964
2024/1/2 19:00,1124,1252,932,4168,28352,8764,13568,14660,288
2024/1/2 20:00,1112,1280,924,4288,28352,6884,12520,13744,208
2024/1/2 21:00,1132,1248,920,4244,28352,7000,13340,14420,112
2024/1/2 22:00,1096,1228,928,4088,28352,5032,11228,13000,36
2024/1/2 23:00,1012,1204,928,3804,28368,1752,7992,11356,32
2024/1/3 0:00,1008,1224,916,3724,28360,388,7256,11284,32
2024/1/3 1:00,1052,1200,916,3692,28352,252,5604,10716,32
2024/1/3 2:00,1064,1180,916,3656,28360,208,5176,10444,32
2024/1/3 3:00,1024,1172,900,3588,28356,208,4428,10128,32
2024/1/3 4:00,1040,1188,892,3580,28344,208,4528,10092,32
2024/1/3 5:00,1028,1216,880,3492,28332,208,4948,10208,32
2024/1/3 6:00,1044,1288,860,3552,28316,216,5952,11288,28
2024/1/3 7:00,1084,1264,864,3568,28320,764,7460,12116,16
2024/1/3 8:00,1144,1248,860,3588,28324,1804,9144,10908,76
2024/1/3 9:00,1172,1308,860,3768,28304,4048,11724,11376,3048
2024/1/3 10:00,1124,1380,848,3652,28272,4616,11148,10272,11280
2024/1/3 11:00,1164,1584,868,3852,28268,3288,9880,9340,18316
2024/1/3 12:00,1180,1652,860,3884,28312,1680,8624,9188,22788
2024/1/3 13:00,1196,1616,872,4024,28364,2236,10088,10160,24740
2024/1/3 14:00,1220,1560,876,4052,28360,3648,11248,11592,21636
2024/1/3 15:00,1192,1492,888,4044,28352,3636,11352,13672,18512
2024/1/3 16:00,1144,1428,892,4056,28352,3324,11296,17844,12204
2024/1/3 17:00,1200,1364,892,4328,28352,5120,13036,22936,4880
2024/1/3 18:00,1212,1408,892,4444,28352,7292,16484,25136,468
2024/1/3 19:00,1212,1380,896,4508,28348,7240,18852,25448,168
2024/1/3 20:00,1236,1332,892,4560,28352,7532,19536,24632,104
2024/1/3 21:00,1248,1304,940,4604,28352,6580,19940,24676,16
2024/1/3 22:00,1248,1212,988,4548,28352,5156,16688,22380,16
2024/1/3 23:00,1244,1240,1004,4480,28360,4832,13996,19544,16
2024/1/4 0:00,1196,1256,1016,4188,28368,3516,11584,16656,16
2024/1/4 1:00,1188,1284,1020,4044,28368,1632,10824,14708,16
2024/1/4 2:00,1232,1276,1024,3924,28368,716,9912,13800,16
2024/1/4 3:00,1204,1188,1012,3812,28376,544,9300,13256,16
2024/1/4 4:00,1196,1152,992,3756,28384,432,8188,12956,16
2024/1/4 5:00,1212,1212,992,3788,28384,316,9144,13568,16
2024/1/4 6:00,1216,1268,1004,3760,28368,464,9804,14568,16
2024/1/4 7:00,1216,1264,1012,3840,28368,2776,13232,14924,16
2024/1/4 8:00,1200,1228,984,3872,28364,5588,17524,16140,112
2024/1/4 9:00,1156,1248,1000,3912,28368,6952,19232,18272,3052
2024/1/4 10:00,1180,1424,1008,3928,28364,7312,19732,19060,9308
2024/1/4 11:00,1204,1628,996,3916,28360,7880,19780,19064,13068
2024/1/4 12:00,1208,1740,972,3816,28368,6756,18416,17672,16616
2024/1/4 13:00,1232,1636,964,3920,28360,5648,18528,19048,16400
2024/1/4 14:00,1196,1488,980,3856,28360,6664,18324,19424,15144
2024/1/4 15:00,1180,1456,992,4024,28352,6400,17668,19472,11716
2024/1/4 16:00,1156,1412,1004,4244,28360,6556,17644,20720,7612
2024/1/4 17:00,1188,1344,1028,4300,28360,8304,18080,21832,3308
2024/1/4 18:00,1232,1316,1036,4424,28364,10768,19584,25312,252
2024/1/4 19:00,1208,1236,1036,4520,28368,11468,21280,25576,32
2024/1/4 20:00,1216,1216,1048,4748,28368,10944,22472,27032,32
2024/1/4 21:00,1232,1216,1052,4764,28364,8488,21704,27480,32
2024/1/4 22:00,1200,1216,1072,4612,28368,5464,17932,24224,32
2024/1/4 23:00,1228,1228,1064,4432,28368,3896,17140,21108,32
2024/1/5 0:00,1176,1144,1056,4252,28368,2452,13276,18488,32
2024/1/5 1:00,1164,1040,1064,4260,28368,672,10776,15268,32
2024/1/5 2:00,1172,1016,1036,4276,28368,344,10720,15464,32
2024/1/5 3:00,1160,1012,1048,4208,28376,312,10300,16356,32
2024/1/5 4:00,1120,1008,1060,4144,28380,236,9132,14692,32
2024/1/5 5:00,1148,1008,1040,4064,28368,228,9380,15288,32
2024/1/5 6:00,1152,1016,1028,4176,28368,448,9712,14816,32
2024/1/5 7:00,1168,1020,1036,4404,28368,852,10708,14920,32
2024/1/5 8:00,1188,1064,1040,4540,28368,2044,11336,13748,92
2024/1/5 9:00,1232,1184,1048,4480,28368,3412,12204,13764,5576
2024/1/5 10:00,1216,1368,1044,4312,28368,1096,9700,11640,21740
2024/1/5 11:00,1220,1556,1044,4172,28368,420,8104,10500,32516
2024/1/5 12:00,1200,1640,1024,3828,28368,24,6332,9700,35692
2024/1/5 13:00,1200,1576,1000,3580,28352,0,5012,8900,35316
2024/1/5 14:00,1224,1604,1012,3668,28356,4,5240,9356,35684
2024/1/5 15:00,1200,1488,1024,3696,28368,0,5664,9252,33508
2024/1/5 16:00,1212,1348,976,3656,28368,36,6344,10320,27516
2024/1/5 17:00,1224,1184,952,3748,28368,1420,7252,12564,12560
2024/1/5 18:00,1252,1076,944,4140,28368,5024,9304,14608,1420
2024/1/5 19:00,1248,1072,976,4220,28368,7712,9508,14672,464
2024/1/5 20:00,1248,1072,1008,4436,28368,10756,11036,15736,256
2024/1/5 21:00,1240,1072,1056,4420,28368,10276,12656,17296,144
2024/1/5 22:00,1248,1072,1052,4320,28360,8284,10240,15320,144
2024/1/5 23:00,1252,1072,1048,4104,28364,5600,8412,15000,144
2024/1/6 0:00,1252,1072,1048,3972,28360,3692,8788,13940,144
2024/1/6 1:00,1196,1072,1064,3856,28368,1404,9144,13652,144
2024/1/6 2:00,1108,1072,1072,3744,28368,580,7792,12752,144
2024/1/6 3:00,1112,1072,1072,3804,28368,488,6928,12796,144
2024/1/6 4:00,1092,1072,1064,3840,28368,824,7124,12900,144
2024/1/6 5:00,1096,1072,1060,3852,28384,1932,7304,12756,144
2024/1/6 6:00,1048,1072,1068,3808,28384,1968,7112,12836,144
2024/1/6 7:00,1056,1072,1060,3784,28384,1984,7476,13288,92
2024/1/6 8:00,1092,1072,1064,3852,28384,2852,8584,13400,116
2024/1/6 9:00,1044,1072,1084,3752,28376,3028,10072,13276,7908
2024/1/6 10:00,1052,1120,1068,3612,28368,1264,6744,9516,30712
2024/1/6 11:00,1020,1152,1040,3692,28368,0,6240,7952,43052
2024/1/6 12:00,972,1152,1032,3612,28368,0,6100,8336,46108
2024/1/6 13:00,984,1152,1024,3684,28368,0,6168,8576,46140
2024/1/6 14:00,952,1152,1024,3492,28368,0,5152,8868,44504
2024/1/6 15:00,964,1152,1024,3724,28368,0,4616,8784,42544
2024/1/6 16:00,1032,1152,1020,3880,28372,4,7664,10276,32256
2024/1/6 17:00,1160,1152,1056,4028,28368,2600,10076,14928,11916
2024/1/6 18:00,1180,1152,1068,4116,28368,8404,14596,18340,1180
2024/1/6 19:00,1240,1152,1068,4332,28372,8956,15808,20084,252
2024/1/6 20:00,1252,1152,1060,4460,28380,8544,16508,18696,48
2024/1/6 21:00,1280,1152,1072,4604,28384,8532,15592,16480,48
2024/1/6 22:00,1276,1152,1076,4516,28380,7676,15664,16032,48
2024/1/6 23:00,1228,1152,1076,4400,28380,7712,15660,15996,48
2024/1/7 0:00,1228,1152,1080,4392,28372,3016,10136,14484,48
2024/1/7 1:00,1268,1152,1084,4240,28380,396,8872,14616,32
2024/1/7 2:00,1268,1152,1080,3900,28368,308,8380,14128,32
2024/1/7 3:00,1152,1152,1076,3936,28352,304,7296,13704,32
2024/1/7 4:00,1132,1152,1072,4088,28352,228,7928,14544,32
2024/1/7 5:00,1132,1152,1084,4088,28344,236,8140,14364,32
2024/1/7 6:00,1240,1152,1068,4044,28336,232,8512,14088,32
2024/1/7 7:00,1240,1152,1072,4092,28340,228,9500,14464,32
2024/1/7 8:00,1252,1152,1072,4024,28352,456,10188,14984,112
2024/1/7 9:00,1284,1152,1076,4052,28352,1300,10320,16408,7396
2024/1/7 10:00,1280,1156,1080,3988,28352,88,8848,11780,30304
2024/1/7 11:00,1292,1232,1072,3928,28352,0,7924,9432,42440
2024/1/7 12:00,1268,1208,1076,3840,28356,0,5420,8924,47080
2024/1/7 13:00,1264,1192,1092,3852,28368,0,6600,9272,47340
2024/1/7 14:00,1276,1196,1096,3744,28368,0,6668,9308,48676
2024/1/7 15:00,1264,1196,1084,3644,28368,0,4952,9584,49252
2024/1/7 16:00,1264,1288,1092,3892,28384,4,7136,13160,41192
2024/1/7 17:00,1284,1348,1120,4180,28384,540,14240,18204,18684
2024/1/7 18:00,1380,1212,1100,4508,28384,5928,16188,19580,2248
2024/1/7 19:00,1384,1212,1088,4564,28376,7900,17076,19644,652
2024/1/7 20:00,1392,1208,1092,4604,28356,6760,16796,19260,536
2024/1/7 21:00,1380,1212,1092,4544,28372,5852,16972,17028,488
2024/1/7 22:00,1344,1208,1092,4512,28380,3668,13928,15652,304
2024/1/7 23:00,1284,1212,1096,4376,28384,3268,11312,16624,256
2024/1/8 0:00,1300,1216,1096,4128,28380,996,8452,17596,256
2024/1/8 1:00,1380,1212,1100,3972,28384,388,7292,17092,208
2024/1/8 2:00,1384,1216,1100,3920,28384,388,7668,17700,160
2024/1/8 3:00,1412,1208,1104,3868,28384,388,7688,16576,160
2024/1/8 4:00,1408,1208,1096,3864,28384,388,8072,18196,68
2024/1/8 5:00,1336,1216,1092,3892,28388,400,8608,19124,32
2024/1/8 6:00,1412,1208,1092,3948,28388,968,12924,21316,32
2024/1/8 7:00,1432,1208,1088,4008,28384,5480,16532,27600,32
2024/1/8 8:00,1420,1272,1108,4156,28384,9176,18164,34016,160
2024/1/8 9:00,1428,1280,1128,4084,28376,8616,18812,33768,8316
2024/1/8 10:00,1464,1212,1144,4104,28384,5912,17800,29644,26928
2024/1/8 11:00,1460,1216,1076,4096,28376,5284,17608,26920,36172
2024/1/8 12:00,1488,1208,1028,4136,28384,4620,16640,27108,38800
2024/1/8 13:00,1448,1244,1048,4232,28384,4412,16192,25592,38260
2024/1/8 14:00,1436,1356,1072,4228,28372,3236,16396,26756,37688
2024/1/8 15:00,1424,1768,1088,4316,28384,5364,17200,29432,33168
2024/1/8 16:00,1464,1916,1096,4468,28384,6224,20344,36492,21772
2024/1/8 17:00,1464,2216,1104,4580,28380,9652,21488,44108,7308
2024/1/8 18:00,1464,2360,1108,4672,28368,10948,21316,46536,1024
2024/1/8 19:00,1456,2476,1120,4776,28368,12736,21912,46496,472
2024/1/8 20:00,1420,2540,1120,4852,28368,13676,22224,46804,620
2024/1/8 21:00,1400,2496,1104,4688,28380,13092,21884,47176,528
2024/1/8 22:00,1380,2220,1100,4600,28384,8868,19924,45224,528
2024/1/8 23:00,1380,2044,1104,4544,28372,6388,18276,39812,528
2024/1/9 0:00,1388,1896,1116,4300,28368,5852,17640,36136,520
2024/1/9 1:00,1400,1932,1096,4196,28368,2776,17708,34492,528
2024/1/9 2:00,1384,1984,1116,4104,28368,1720,16300,33332,528
2024/1/9 3:00,1376,1984,1100,4072,28368,1836,15672,33056,528
2024/1/9 4:00,1360,1972,1096,4056,28368,1800,14036,32908,528
2024/1/9 5:00,1372,1972,1084,4032,28368,1796,14656,33996,528
2024/1/9 6:00,1384,1976,1068,4052,28368,2224,16928,38780,512
2024/1/9 7:00,1392,1952,1072,4176,28360,6052,18960,51496,472
2024/1/9 8:00,1408,2280,1080,4188,28356,11380,21456,58844,508
2024/1/9 9:00,1388,2368,1048,4076,28348,11140,21580,59776,4180
2024/1/9 10:00,1404,2368,1036,3992,28332,9828,20708,56040,15932
2024/1/9 11:00,1392,2012,1044,3960,28348,6072,19220,54924,23744
2024/1/9 12:00,1388,1936,1092,3948,28352,5716,18308,55624,25544
2024/1/9 13:00,1416,1932,1084,4036,28352,5020,18008,55116,23956
2024/1/9 14:00,1440,1924,1084,4064,28364,5136,21336,57592,20324
2024/1/9 15:00,1448,2016,1076,4044,28368,5516,21900,61704,15404
2024/1/9 16:00,1472,2276,1084,4164,28368,7788,21860,63996,8516
2024/1/9 17:00,1472,2516,1104,4296,28368,10968,22144,64936,2808
2024/1/9 18:00,1504,2540,1100,4580,28368,14044,23880,66868,264
2024/1/9 19:00,1492,2536,1100,4732,28368,14980,24348,68656,108
2024/1/9 20:00,1500,2436,1112,4688,28376,14452,23468,65800,96
2024/1/9 21:00,1492,2268,1120,4624,28388,11496,22672,64260,96
2024/1/9 22:00,1480,2096,1112,4500,28388,6548,21908,60420,96
2024/1/9 23:00,1516,1960,1084,4376,28384,3228,20612,53380,96
2024/1/10 0:00,1500,1900,1044,4228,28380,2216,18168,40632,96
2024/1/10 1:00,1516,1904,1036,4140,28384,1968,15872,33848,96
2024/1/10 2:00,1532,1908,1032,4104,28384,2004,13884,32528,96
2024/1/10 3:00,1524,1904,1024,4048,28384,1976,13184,32040,96
2024/1/10 4:00,1496,1904,1036,4056,28384,1684,12736,29988,96
2024/1/10 5:00,1548,1912,1032,4016,28380,1148,13020,33212,96
2024/1/10 6:00,1564,1912,1016,4036,28368,1184,15808,38620,96
2024/1/10 7:00,1540,1916,1000,4100,28364,4968,18772,45044,96
2024/1/10 8:00,1500,1996,988,4120,28368,7712,20836,51096,168
2024/1/10 9:00,1524,2028,996,4160,28368,8424,22080,50720,2660
2024/1/10 10:00,1544,1944,1024,4164,28372,7340,21668,50624,9508
2024/1/10 11:00,1524,1948,1016,4104,28384,5840,21456,49328,15336
2024/1/10 12:00,1484,2160,1072,4200,28372,5240,20236,48548,18584
2024/1/10 13:00,1480,2116,1060,4180,28352,6024,20476,47440,19264
2024/1/10 14:00,1448,2072,1048,4228,28352,6236,19900,46028,18924
2024/1/10 15:00,1416,2092,1048,4220,28352,4784,18712,45824,18732
2024/1/10 16:00,1420,2096,1044,4376,28360,4652,17708,47136,15484
2024/1/10 17:00,1436,2096,1068,4532,28368,4900,17488,51300,8276
2024/1/10 18:00,1460,2100,1064,4780,28368,6452,21136,55748,1096
2024/1/10 19:00,1432,2300,1068,4912,28368,12012,21380,58100,316
2024/1/10 20:00,1448,2336,1060,5044,28368,13316,21036,57820,264
2024/1/10 21:00,1444,2252,1044,5016,28368,11708,20452,57116,216
2024/1/10 22:00,1432,2148,1056,4892,28372,7456,17580,49200,220
2024/1/10 23:00,1424,2176,1068,4704,28372,4396,16300,41484,216
2024/1/11 0:00,1452,2180,1076,4484,28372,4228,15120,32776,220
2024/1/11 1:00,1440,2176,1084,4356,28368,3796,13756,27152,208
2024/1/11 2:00,1448,1912,1084,4316,28368,2204,12448,27816,208
2024/1/11 3:00,1452,1888,1088,4316,28368,1444,11968,29192,208
2024/1/11 4:00,1456,1888,1084,4292,28368,1040,12356,28936,220
2024/1/11 5:00,1460,1904,1084,4312,28372,1036,12544,29524,224
2024/1/11 6:00,1456,1932,1076,4264,28380,1352,12140,33124,224
2024/1/11 7:00,1452,1972,1072,4380,28376,2384,16844,40280,220
2024/1/11 8:00,1396,2060,1004,4412,28384,6064,18940,44744,240
2024/1/11 9:00,1368,1992,1004,4480,28384,6132,21232,44912,5448
2024/1/11 10:00,1236,1948,1020,4400,28380,5172,20600,41496,20696
2024/1/11 11:00,1184,1940,1036,4332,28384,4900,18784,38216,30396
2024/1/11 12:00,1188,2016,1080,4344,28380,4560,17900,35356,33412
2024/1/11 13:00,1212,2032,1088,4304,28368,4364,17256,34140,35340
2024/1/11 14:00,1212,2032,1084,4340,28368,4296,15340,32944,37588
2024/1/11 15:00,1256,2032,1088,4356,28368,3832,15392,34604,37316
2024/1/11 16:00,1368,2032,1080,4496,28368,3852,17188,37900,31924
2024/1/11 17:00,1456,1912,1096,4668,28368,5436,20796,47544,14300
2024/1/11 18:00,1472,1908,1088,4868,28368,8788,22364,55504,1728
2024/1/11 19:00,1456,2044,1088,4920,28368,11384,22880,56688,256
2024/1/11 20:00,1416,2112,1076,5016,28380,11512,21596,55696,208
2024/1/11 21:00,1472,2108,1092,4940,28384,9380,20508,54652,208
2024/1/11 22:00,1404,2100,1100,4720,28372,7320,19472,48024,208
2024/1/11 23:00,1428,2100,1116,4576,28372,5084,19212,38992,216
2024/1/12 0:00,1416,2092,1120,4436,28372,576,14264,32440,220
2024/1/12 1:00,1432,2096,1136,4340,28376,408,11956,30148,208
2024/1/12 2:00,1424,2096,1132,4324,28372,416,11140,29272,220
2024/1/12 3:00,1436,2096,1132,4276,28368,392,11012,28844,224
2024/1/12 4:00,1432,2096,1132,4232,28368,384,10344,28660,224
2024/1/12 5:00,1456,2100,1128,4228,28372,392,10372,30528,200
2024/1/12 6:00,1472,2096,1116,4240,28368,2184,11720,33416,160
2024/1/12 7:00,1464,2100,1108,4256,28368,4452,14716,38184,160
2024/1/12 8:00,1492,2104,1092,4328,28368,8288,19776,42340,224
2024/1/12 9:00,1472,2104,1080,4376,28364,8596,19164,42452,6596
2024/1/12 10:00,1440,2104,1104,4348,28352,3024,14412,34560,26900
2024/1/12 11:00,1496,2032,1100,4324,28364,2116,13716,31104,36852
2024/1/12 12:00,1516,1916,1104,4296,28364,1364,13328,32072,40240
2024/1/12 13:00,1480,1960,1100,4272,28368,1032,12044,31760,41272
2024/1/12 14:00,1512,2116,1100,4268,28368,1040,11864,29972,41088
2024/1/12 15:00,1532,1936,1100,4304,28376,1024,11728,31196,41564
2024/1/12 16:00,1508,1936,1088,4416,28368,1352,12196,34164,37168
2024/1/12 17:00,1508,1908,1104,4568,28368,2848,15128,43904,21184
2024/1/12 18:00,1492,1904,1120,4640,28380,8860,18464,47844,3236
2024/1/12 19:00,1584,1920,1120,4620,28380,10784,19496,52028,128
2024/1/12 20:00,1620,1920,1124,4680,28380,9540,18764,53508,112
2024/1/12 21:00,1704,1920,1124,4740,28380,6948,18836,51856,112
2024/1/12 22:00,1696,1920,1128,4548,28372,4752,16772,43684,112
2024/1/12 23:00,1696,1904,1136,4380,28384,3036,15068,33644,112
2024/1/13 0:00,1700,1912,1132,4260,28384,4440,15776,24264,112
2024/1/13 1:00,1664,1920,1136,4132,28380,3548,15856,20816,112
2024/1/13 2:00,1660,1612,1136,4076,28372,1884,15020,19364,84
2024/1/13 3:00,1632,1216,1124,4052,28368,928,11840,18152,80
2024/1/13 4:00,1620,1216,1120,3948,28368,480,10660,17680,80
2024/1/13 5:00,1632,1216,1112,3904,28368,480,11132,16904,120
2024/1/13 6:00,1652,1216,1124,3972,28368,476,11852,18224,144
2024/1/13 7:00,1620,1216,1112,3952,28368,476,12040,19764,144
2024/1/13 8:00,1652,1176,1068,4104,28368,648,13596,20588,200
2024/1/13 9:00,1660,1136,1048,4216,28368,1588,17152,21760,4216
2024/1/13 10:00,1668,1108,1040,4180,28368,1600,18196,21596,16804
2024/1/13 11:00,1652,1144,1024,4140,28372,1456,18752,19432,24600
2024/1/13 12:00,1688,1196,988,4036,28384,952,18104,16316,29460
2024/1/13 13:00,1724,1348,960,4020,28384,1104,18472,16852,29228
2024/1/13 14:00,1736,1388,940,4076,28384,812,15056,17932,28228
2024/1/13 15:00,1696,1260,924,4036,28384,2980,16604,21100,20124
2024/1/13 16:00,1720,1236,932,4192,28384,2600,16688,26272,12780
2024/1/13 17:00,1728,1172,952,4268,28384,4320,17896,28152,5356
2024/1/13 18:00,1748,1152,960,4408,28384,8932,19764,30228,524
2024/1/13 19:00,1716,1148,960,4456,28384,10740,20048,31484,132
2024/1/13 20:00,1724,1152,952,4556,28384,10484,19892,30460,128
2024/1/13 21:00,1700,1152,944,4620,28388,7400,19872,29840,128
2024/1/13 22:00,1668,1152,952,4528,28384,4260,19108,28116,128
2024/1/13 23:00,1624,1152,960,4352,28392,3228,15416,23704,116
2024/1/14 0:00,1588,1196,956,4372,28400,1540,12068,20740,72
2024/1/14 1:00,1544,1164,960,4132,28396,796,11640,19028,32
2024/1/14 2:00,1604,1152,956,4056,28400,580,10988,17716,32
2024/1/14 3:00,1612,1152,960,4000,28392,564,9688,16780,44
2024/1/14 4:00,1624,1152,956,3960,28384,448,9728,16484,48
2024/1/14 5:00,1580,1124,952,3892,28384,420,10004,15380,40
2024/1/14 6:00,1592,1104,944,4016,28384,416,10904,15820,44
2024/1/14 7:00,1620,1104,944,4140,28384,416,11120,15864,36
2024/1/14 8:00,1648,1104,944,4312,28384,528,11520,16596,108
2024/1/14 9:00,1624,1104,940,4368,28384,688,12236,14840,6008
2024/1/14 10:00,1552,1104,936,4612,26328,1632,11640,13912,16972
2024/1/14 11:00,1564,1104,936,4404,24304,4008,14868,12696,23520
2024/1/14 12:00,1612,1148,932,4300,24292,1852,12804,12260,27096
2024/1/14 13:00,1672,1200,932,4316,24260,1556,14232,12456,27636
2024/1/14 14:00,1636,1232,932,4296,24232,1048,12852,12068,26520
2024/1/14 15:00,1624,1232,932,4280,24216,684,9468,11940,22564
2024/1/14 16:00,1624,1232,928,4496,24208,460,10448,14152,16500
2024/1/14 17:00,1616,1232,940,4512,24208,588,11624,17412,7280
2024/1/14 18:00,1656,1232,936,4816,24208,2288,13452,18912,732
2024/1/14 19:00,1696,1212,932,5036,24208,3676,15928,20188,56
2024/1/14 20:00,1696,1180,924,5132,24208,5428,16872,19820,36
2024/1/14 21:00,1660,1216,928,5148,24208,5456,14888,18436,32
2024/1/14 22:00,1628,1208,924,5084,24204,4396,12364,17192,32
2024/1/14 23:00,1652,1208,920,4996,24244,4140,12312,16496,32
2024/1/15 0:00,1628,1208,928,4840,24272,3244,12844,18440,32
2024/1/15 1:00,1656,1216,920,4640,24284,1520,10948,18052,32
2024/1/15 2:00,1612,1216,928,4484,24284,476,10340,17328,32
2024/1/15 3:00,1620,1216,928,4484,24280,480,9644,17276,32
2024/1/15 4:00,1568,1204,928,4444,24276,484,10184,17452,32
2024/1/15 5:00,1600,1212,928,4524,24264,948,9460,17508,32
2024/1/15 6:00,1632,1208,940,4560,24244,1044,12288,18976,32
2024/1/15 7:00,1652,1216,932,4592,24176,3080,16724,21532,32
2024/1/15 8:00,1648,1208,920,4620,24196,6196,19040,22176,64
2024/1/15 9:00,1612,1208,880,4788,24256,5336,18820,24272,1796
2024/1/15 10:00,1728,1396,860,4972,24276,4680,18516,23116,6648
2024/1/15 11:00,1720,1600,856,4996,24288,2504,18588,23004,10108
2024/1/15 12:00,1664,1600,856,4912,24288,1720,16780,19964,12192
2024/1/15 13:00,1648,1440,848,4864,24316,2220,15228,18068,13700
2024/1/15 14:00,1568,1444,836,4800,24296,2116,14088,20028,14108
2024/1/15 15:00,1576,1388,840,4876,24276,2340,14712,21708,12128
2024/1/15 16:00,1604,1280,836,5000,24272,3840,15528,26220,9960
2024/1/15 17:00,1576,1280,832,5080,24268,4920,17864,28536,4900
2024/1/15 18:00,1680,1372,872,5296,24252,9012,19208,31004,528
2024/1/15 19:00,1692,1408,888,5428,24256,10556,18648,33004,80
2024/1/15 20:00,1688,1408,892,5492,24256,9304,18280,33056,64
2024/1/15 21:00,1708,1408,892,5524,24256,8228,17744,30860,76
2024/1/15 22:00,1664,1288,904,5464,24264,4464,16420,26044,40
2024/1/15 23:00,1660,1212,916,5388,24260,1884,13728,21636,32
2024/1/16 0:00,1624,1176,888,5216,24260,880,12144,19036,36
2024/1/16 1:00,1692,1168,880,5096,24256,720,11144,19452,32
2024/1/16 2:00,1632,1168,880,5020,24256,644,9800,18432,32
2024/1/16 3:00,1648,1168,884,4996,24256,632,10080,18860,32
2024/1/16 4:00,1676,1168,888,5060,24256,624,9700,18240,32
2024/1/16 5:00,1700,1168,908,5116,24256,624,10444,18948,32
2024/1/16 6:00,1676,1168,904,5156,24252,628,11236,20704,32
2024/1/16 7:00,1672,1168,900,5320,24416,2136,14780,24180,32
2024/1/16 8:00,1700,1168,864,5384,24636,5928,17236,24200,100
2024/1/16 9:00,1712,1212,876,5452,24748,6732,16252,22564,3684
2024/1/16 10:00,1640,1372,880,5364,24784,2492,16564,19080,12000
2024/1/16 11:00,1684,1540,880,5524,24760,2616,13712,17148,18116
2024/1/16 12:00,1640,1560,908,5432,24872,1996,13152,15288,22932
2024/1/16 13:00,1664,1392,912,5356,25392,2156,13192,15004,23452
2024/1/16 14:00,1664,1216,916,5272,25476,1440,12872,15460,20292
2024/1/16 15:00,1732,1216,920,5204,25476,1640,12512,15348,13864
2024/1/16 16:00,1664,1216,908,5140,25456,2416,14180,16688,7580
2024/1/16 17:00,1600,1216,916,5160,25464,1928,12876,16288,3104
2024/1/16 18:00,1564,1216,912,5048,25548,1520,11892,15472,284
2024/1/16 19:00,1620,1216,916,5080,25648,1980,12816,16560,112
