"MTU (CET/CEST)","Area","Actual Total Load (MW)","Day-ahead Total Load Forecast (MW)"
"27/02/2023 09:45 - 27/02/2023 10:00","CTA|ES","34032.00","33530.00"
"27/02/2023 10:00 - 27/02/2023 10:15","CTA|ES","33628.00","33565.00"
"27/02/2023 10:15 - 27/02/2023 10:30","CTA|ES","33628.00","33534.00"
"27/02/2023 10:30 - 27/02/2023 10:45","CTA|ES","33624.00","33499.00"
"27/02/2023 10:45 - 27/02/2023 11:00","CTA|ES","33612.00","33457.00"
"27/02/2023 11:00 - 27/02/2023 11:15","CTA|ES","33328.00","33437.00"
"27/02/2023 11:15 - 27/02/2023 11:30","CTA|ES","33312.00","33363.00"
"27/02/2023 11:30 - 27/02/2023 11:45","CTA|ES","33116.00","33267.00"
"27/02/2023 11:45 - 27/02/2023 12:00","CTA|ES","33020.00","33167.00"
"27/02/2023 12:00 - 27/02/2023 12:15","CTA|ES","32876.00","33010.00"
"27/02/2023 12:15 - 27/02/2023 12:30","CTA|ES","32848.00","32965.00"
"27/02/2023 12:30 - 27/02/2023 12:45","CTA|ES","32944.00","32968.00"
"27/02/2023 12:45 - 27/02/2023 13:00","CTA|ES","32668.00","32994.00"
"27/02/2023 13:00 - 27/02/2023 13:15","CTA|ES","32752.00","33116.00"
"27/02/2023 13:15 - 27/02/2023 13:30","CTA|ES","33048.00","33078.00"
"27/02/2023 13:30 - 27/02/2023 13:45","CTA|ES","32932.00","32964.00"
"27/02/2023 13:45 - 27/02/2023 14:00","CTA|ES","32824.00","32794.00"
"27/02/2023 14:00 - 27/02/2023 14:15","CTA|ES","32500.00","32578.00"
"27/02/2023 14:15 - 27/02/2023 14:30","CTA|ES","32684.00","32384.00"
"27/02/2023 14:30 - 27/02/2023 14:45","CTA|ES","32620.00","32219.00"
"27/02/2023 14:45 - 27/02/2023 15:00","CTA|ES","32468.00","32082.00"
"27/02/2023 15:00 - 27/02/2023 15:15","CTA|ES","32344.00","31933.00"
"27/02/2023 15:15 - 27/02/2023 15:30","CTA|ES","32380.00","31834.00"
"27/02/2023 15:30 - 27/02/2023 15:45","CTA|ES","32396.00","31749.00"
"27/02/2023 15:45 - 27/02/2023 16:00","CTA|ES","32652.00","31684.00"
"27/02/2023 16:00 - 27/02/2023 16:15","CTA|ES","32444.00","31575.00"
"27/02/2023 16:15 - 27/02/2023 16:30","CTA|ES","32072.00","31577.00"
"27/02/2023 16:30 - 27/02/2023 16:45","CTA|ES","32340.00","31622.00"
"27/02/2023 16:45 - 27/02/2023 17:00","CTA|ES","32500.00","31690.00"
"27/02/2023 17:00 - 27/02/2023 17:15","CTA|ES","32632.00","31790.00"
"27/02/2023 17:15 - 27/02/2023 17:30","CTA|ES","32368.00","31838.00"
"27/02/2023 17:30 - 27/02/2023 17:45","CTA|ES","32452.00","31857.00"
"27/02/2023 17:45 - 27/02/2023 18:00","CTA|ES","32708.00","31904.00"
"27/02/2023 18:00 - 27/02/2023 18:15","CTA|ES","32568.00","31710.00"
"27/02/2023 18:15 - 27/02/2023 18:30","CTA|ES","32736.00","32029.00"
"27/02/2023 18:30 - 27/02/2023 18:45","CTA|ES","32968.00","32563.00"
"27/02/2023 18:45 - 27/02/2023 19:00","CTA|ES","33544.00","33236.00"
"27/02/2023 19:00 - 27/02/2023 19:15","CTA|ES","34464.00","34161.00"
"27/02/2023 19:15 - 27/02/2023 19:30","CTA|ES","35384.00","34799.00"
"27/02/2023 19:30 - 27/02/2023 19:45","CTA|ES","35880.00","35279.00"
"27/02/2023 19:45 - 27/02/2023 20:00","CTA|ES","36172.00","35601.00"
"27/02/2023 20:00 - 27/02/2023 20:15","CTA|ES","36360.00","36025.00"
"27/02/2023 20:15 - 27/02/2023 20:30","CTA|ES","36640.00","36093.00"
"27/02/2023 20:30 - 27/02/2023 20:45","CTA|ES","36468.00","36057.00"
"27/02/2023 20:45 - 27/02/2023 21:00","CTA|ES","36520.00","35902.00"
"27/02/2023 21:00 - 27/02/2023 21:15","CTA|ES","36136.00","35939.00"
"27/02/2023 21:15 - 27/02/2023 21:30","CTA|ES","35832.00","35469.00"
"27/02/2023 21:30 - 27/02/2023 21:45","CTA|ES","35164.00","34819.00"
"27/02/2023 21:45 - 27/02/2023 22:00","CTA|ES","34328.00","34030.00"
"27/02/2023 22:00 - 27/02/2023 22:15","CTA|ES","33364.00","33224.00"
"27/02/2023 22:15 - 27/02/2023 22:30","CTA|ES","32600.00","32314.00"
"27/02/2023 22:30 - 27/02/2023 22:45","CTA|ES","31716.00","31418.00"
"27/02/2023 22:45 - 27/02/2023 23:00","CTA|ES","30944.00","30562.00"
"27/02/2023 23:00 - 27/02/2023 23:15","CTA|ES","29988.00","29640.00"
"27/02/2023 23:15 - 27/02/2023 23:30","CTA|ES","29312.00","28929.00"
"27/02/2023 23:30 - 27/02/2023 23:45","CTA|ES","28456.00","28311.00"
"27/02/2023 23:45 - 28/02/2023 00:00","CTA|ES","27708.00","27768.00"
"28/02/2023 00:00 - 28/02/2023 00:15","CTA|ES","27492.00","27559.00"
"28/02/2023 00:15 - 28/02/2023 00:30","CTA|ES","27312.00","27054.00"
"28/02/2023 00:30 - 28/02/2023 00:45","CTA|ES","26872.00","26570.00"
"28/02/2023 00:45 - 28/02/2023 01:00","CTA|ES","26268.00","26113.00"
"28/02/2023 01:00 - 28/02/2023 01:15","CTA|ES","25636.00","25629.00"
"28/02/2023 01:15 - 28/02/2023 01:30","CTA|ES","25408.00","25233.00"
"28/02/2023 01:30 - 28/02/2023 01:45","CTA|ES","25032.00","24873.00"
"28/02/2023 01:45 - 28/02/2023 02:00","CTA|ES","24660.00","24553.00"
"28/02/2023 02:00 - 28/02/2023 02:15","CTA|ES","24200.00","24183.00"
"28/02/2023 02:15 - 28/02/2023 02:30","CTA|ES","24008.00","23962.00"
"28/02/2023 02:30 - 28/02/2023 02:45","CTA|ES","23940.00","23795.00"
"28/02/2023 02:45 - 28/02/2023 03:00","CTA|ES","23748.00","23674.00"
"28/02/2023 03:00 - 28/02/2023 03:15","CTA|ES","23788.00","23543.00"
"28/02/2023 03:15 - 28/02/2023 03:30","CTA|ES","23668.00","23484.00"
"28/02/2023 03:30 - 28/02/2023 03:45","CTA|ES","23416.00","23444.00"
"28/02/2023 03:45 - 28/02/2023 04:00","CTA|ES","23460.00","23421.00"
"28/02/2023 04:00 - 28/02/2023 04:15","CTA|ES","23576.00","23363.00"
"28/02/2023 04:15 - 28/02/2023 04:30","CTA|ES","23432.00","23379.00"
"28/02/2023 04:30 - 28/02/2023 04:45","CTA|ES","23480.00","23421.00"
"28/02/2023 04:45 - 28/02/2023 05:00","CTA|ES","23600.00","23519.00"
"28/02/2023 05:00 - 28/02/2023 05:15","CTA|ES","23796.00","23452.00"
"28/02/2023 05:15 - 28/02/2023 05:30","CTA|ES","24016.00","23756.00"
"28/02/2023 05:30 - 28/02/2023 05:45","CTA|ES","24176.00","24207.00"
"28/02/2023 05:45 - 28/02/2023 06:00","CTA|ES","24520.00","24805.00"
"28/02/2023 06:00 - 28/02/2023 06:15","CTA|ES","25744.00","25355.00"
"28/02/2023 06:15 - 28/02/2023 06:30","CTA|ES","26564.00","26220.00"
"28/02/2023 06:30 - 28/02/2023 06:45","CTA|ES","27236.00","27197.00"
"28/02/2023 06:45 - 28/02/2023 07:00","CTA|ES","28056.00","28215.00"
"28/02/2023 07:00 - 28/02/2023 07:15","CTA|ES","29568.00","29541.00"
"28/02/2023 07:15 - 28/02/2023 07:30","CTA|ES","30532.00","30394.00"
"28/02/2023 07:30 - 28/02/2023 07:45","CTA|ES","31204.00","31054.00"
"28/02/2023 07:45 - 28/02/2023 08:00","CTA|ES","31508.00","31551.00"
"28/02/2023 08:00 - 28/02/2023 08:15","CTA|ES","32012.00","32037.00"
"28/02/2023 08:15 - 28/02/2023 08:30","CTA|ES","32512.00","32380.00"
"28/02/2023 08:30 - 28/02/2023 08:45","CTA|ES","32784.00","32717.00"
"28/02/2023 08:45 - 28/02/2023 09:00","CTA|ES","32852.00","33029.00"
"28/02/2023 09:00 - 28/02/2023 09:15","CTA|ES","32976.00","33464.00"
"28/02/2023 09:15 - 28/02/2023 09:30","CTA|ES","33384.00","33641.00"
"28/02/2023 09:30 - 28/02/2023 09:45","CTA|ES","33532.00","33715.00"
"28/02/2023 09:45 - 28/02/2023 10:00","CTA|ES","33424.00","33705.00"
"28/02/2023 10:00 - 28/02/2023 10:15","CTA|ES","33404.00","33673.00"
"28/02/2023 10:15 - 28/02/2023 10:30","CTA|ES","33476.00","33587.00"
"28/02/2023 10:30 - 28/02/2023 10:45","CTA|ES","33340.00","33503.00"
"28/02/2023 10:45 - 28/02/2023 11:00","CTA|ES","33264.00","33418.00"
"28/02/2023 11:00 - 28/02/2023 11:15","CTA|ES","33100.00","33357.00"
"28/02/2023 11:15 - 28/02/2023 11:30","CTA|ES","33040.00","33245.00"
"28/02/2023 11:30 - 28/02/2023 11:45","CTA|ES","32904.00","33111.00"
"28/02/2023 11:45 - 28/02/2023 12:00","CTA|ES","32904.00","32970.00"
"28/02/2023 12:00 - 28/02/2023 12:15","CTA|ES","32752.00","32777.00"
"28/02/2023 12:15 - 28/02/2023 12:30","CTA|ES","32652.00","32679.00"
"28/02/2023 12:30 - 28/02/2023 12:45","CTA|ES","32356.00","32623.00"
"28/02/2023 12:45 - 28/02/2023 13:00","CTA|ES","32440.00","32593.00"
"28/02/2023 13:00 - 28/02/2023 13:15","CTA|ES","32352.00","32619.00"
"28/02/2023 13:15 - 28/02/2023 13:30","CTA|ES","32440.00","32567.00"
"28/02/2023 13:30 - 28/02/2023 13:45","CTA|ES","32196.00","32474.00"
"28/02/2023 13:45 - 28/02/2023 14:00","CTA|ES","31932.00","32349.00"
"28/02/2023 14:00 - 28/02/2023 14:15","CTA|ES","31708.00","32201.00"
"28/02/2023 14:15 - 28/02/2023 14:30","CTA|ES","31708.00","32061.00"
"28/02/2023 14:30 - 28/02/2023 14:45","CTA|ES","31508.00","31933.00"
"28/02/2023 14:45 - 28/02/2023 15:00","CTA|ES","31208.00","31821.00"
"28/02/2023 15:00 - 28/02/2023 15:15","CTA|ES","31100.00","31695.00"
"28/02/2023 15:15 - 28/02/2023 15:30","CTA|ES","31072.00","31610.00"
"28/02/2023 15:30 - 28/02/2023 15:45","CTA|ES","30932.00","31538.00"
"28/02/2023 15:45 - 28/02/2023 16:00","CTA|ES","30820.00","31487.00"
"28/02/2023 16:00 - 28/02/2023 16:15","CTA|ES","30688.00","31393.00"
"28/02/2023 16:15 - 28/02/2023 16:30","CTA|ES","30672.00","31407.00"
"28/02/2023 16:30 - 28/02/2023 16:45","CTA|ES","30708.00","31460.00"
"28/02/2023 16:45 - 28/02/2023 17:00","CTA|ES","30820.00","31538.00"
"28/02/2023 17:00 - 28/02/2023 17:15","CTA|ES","31072.00","31637.00"
"28/02/2023 17:15 - 28/02/2023 17:30","CTA|ES","31088.00","31706.00"
"28/02/2023 17:30 - 28/02/2023 17:45","CTA|ES","31280.00","31755.00"
"28/02/2023 17:45 - 28/02/2023 18:00","CTA|ES","31244.00","31836.00"
"28/02/2023 18:00 - 28/02/2023 18:15","CTA|ES","31296.00","31691.00"
"28/02/2023 18:15 - 28/02/2023 18:30","CTA|ES","31492.00","32035.00"
"28/02/2023 18:30 - 28/02/2023 18:45","CTA|ES","31936.00","32582.00"
"28/02/2023 18:45 - 28/02/2023 19:00","CTA|ES","32688.00","33263.00"
"28/02/2023 19:00 - 28/02/2023 19:15","CTA|ES","33528.00","34175.00"
"28/02/2023 19:15 - 28/02/2023 19:30","CTA|ES","34724.00","34838.00"
"28/02/2023 19:30 - 28/02/2023 19:45","CTA|ES","35396.00","35361.00"
"28/02/2023 19:45 - 28/02/2023 20:00","CTA|ES","35796.00","35735.00"
"28/02/2023 20:00 - 28/02/2023 20:15","CTA|ES","36028.00","36244.00"
"28/02/2023 20:15 - 28/02/2023 20:30","CTA|ES","36192.00","36345.00"
"28/02/2023 20:30 - 28/02/2023 20:45","CTA|ES","36244.00","36317.00"
"28/02/2023 20:45 - 28/02/2023 21:00","CTA|ES","36296.00","36155.00"
"28/02/2023 21:00 - 28/02/2023 21:15","CTA|ES","36124.00","36148.00"
"28/02/2023 21:15 - 28/02/2023 21:30","CTA|ES","35956.00","35694.00"
"28/02/2023 21:30 - 28/02/2023 21:45","CTA|ES","35212.00","35090.00"
"28/02/2023 21:45 - 28/02/2023 22:00","CTA|ES","34396.00","34366.00"
"28/02/2023 22:00 - 28/02/2023 22:15","CTA|ES","33520.00","33658.00"
"28/02/2023 22:15 - 28/02/2023 22:30","CTA|ES","32804.00","32797.00"
"28/02/2023 22:30 - 28/02/2023 22:45","CTA|ES","31940.00","31920.00"
"28/02/2023 22:45 - 28/02/2023 23:00","CTA|ES","31132.00","31062.00"
"28/02/2023 23:00 - 28/02/2023 23:15","CTA|ES","30176.00","30120.00"
"28/02/2023 23:15 - 28/02/2023 23:30","CTA|ES","29344.00","29399.00"
"28/02/2023 23:30 - 28/02/2023 23:45","CTA|ES","28736.00","28781.00"
"28/02/2023 23:45 - 01/03/2023 00:00","CTA|ES","27804.00","28245.00"
"01/03/2023 00:00 - 01/03/2023 00:15","CTA|ES","27664.00","27808.00"
"01/03/2023 00:15 - 01/03/2023 00:30","CTA|ES","27476.00","27305.00"
"01/03/2023 00:30 - 01/03/2023 00:45","CTA|ES","26752.00","26811.00"
"01/03/2023 00:45 - 01/03/2023 01:00","CTA|ES","26112.00","26335.00"
"01/03/2023 01:00 - 01/03/2023 01:15","CTA|ES","25600.00","25819.00"
"01/03/2023 01:15 - 01/03/2023 01:30","CTA|ES","25500.00","25410.00"
"01/03/2023 01:30 - 01/03/2023 01:45","CTA|ES","25104.00","25047.00"
"01/03/2023 01:45 - 01/03/2023 02:00","CTA|ES","24896.00","24735.00"
"01/03/2023 02:00 - 01/03/2023 02:15","CTA|ES","24548.00","24372.00"
"01/03/2023 02:15 - 01/03/2023 02:30","CTA|ES","24312.00","24171.00"
"01/03/2023 02:30 - 01/03/2023 02:45","CTA|ES","24056.00","24027.00"
"01/03/2023 02:45 - 01/03/2023 03:00","CTA|ES","24108.00","23928.00"
"01/03/2023 03:00 - 01/03/2023 03:15","CTA|ES","24028.00","23832.00"
"01/03/2023 03:15 - 01/03/2023 03:30","CTA|ES","24024.00","23780.00"
"01/03/2023 03:30 - 01/03/2023 03:45","CTA|ES","23768.00","23735.00"
"01/03/2023 03:45 - 01/03/2023 04:00","CTA|ES","23672.00","23699.00"
"01/03/2023 04:00 - 01/03/2023 04:15","CTA|ES","23776.00","23612.00"
"01/03/2023 04:15 - 01/03/2023 04:30","CTA|ES","23784.00","23622.00"
"01/03/2023 04:30 - 01/03/2023 04:45","CTA|ES","23824.00","23671.00"
"01/03/2023 04:45 - 01/03/2023 05:00","CTA|ES","23984.00","23790.00"
"01/03/2023 05:00 - 01/03/2023 05:15","CTA|ES","24364.00","23727.00"
"01/03/2023 05:15 - 01/03/2023 05:30","CTA|ES","24368.00","24090.00"
"01/03/2023 05:30 - 01/03/2023 05:45","CTA|ES","24628.00","24621.00"
"01/03/2023 05:45 - 01/03/2023 06:00","CTA|ES","25048.00","25311.00"
"01/03/2023 06:00 - 01/03/2023 06:15","CTA|ES","26332.00","25976.00"
"01/03/2023 06:15 - 01/03/2023 06:30","CTA|ES","27260.00","26937.00"
"01/03/2023 06:30 - 01/03/2023 06:45","CTA|ES","28116.00","28003.00"
"01/03/2023 06:45 - 01/03/2023 07:00","CTA|ES","29084.00","29106.00"
"01/03/2023 07:00 - 01/03/2023 07:15","CTA|ES","30736.00","30511.00"
"01/03/2023 07:15 - 01/03/2023 07:30","CTA|ES","31868.00","31469.00"
"01/03/2023 07:30 - 01/03/2023 07:45","CTA|ES","32804.00","32249.00"
"01/03/2023 07:45 - 01/03/2023 08:00","CTA|ES","33396.00","32866.00"
"01/03/2023 08:00 - 01/03/2023 08:15","CTA|ES","33764.00","33556.00"
"01/03/2023 08:15 - 01/03/2023 08:30","CTA|ES","34276.00","33940.00"
"01/03/2023 08:30 - 01/03/2023 08:45","CTA|ES","34644.00","34246.00"
"01/03/2023 08:45 - 01/03/2023 09:00","CTA|ES","34376.00","34482.00"
"01/03/2023 09:00 - 01/03/2023 09:15","CTA|ES","34400.00","34786.00"
"01/03/2023 09:15 - 01/03/2023 09:30","CTA|ES","34480.00","34881.00"
"01/03/2023 09:30 - 01/03/2023 09:45","CTA|ES","34384.00","34907.00"
"01/03/2023 09:45 - 01/03/2023 10:00","CTA|ES","34336.00","34869.00"
"01/03/2023 10:00 - 01/03/2023 10:15","CTA|ES","34248.00","34859.00"
"01/03/2023 10:15 - 01/03/2023 10:30","CTA|ES","34332.00","34722.00"
"01/03/2023 10:30 - 01/03/2023 10:45","CTA|ES","34152.00","34550.00"
"01/03/2023 10:45 - 01/03/2023 11:00","CTA|ES","33776.00","34357.00"
"01/03/2023 11:00 - 01/03/2023 11:15","CTA|ES","33472.00","34125.00"
"01/03/2023 11:15 - 01/03/2023 11:30","CTA|ES","33412.00","33942.00"
"01/03/2023 11:30 - 01/03/2023 11:45","CTA|ES","33264.00","33787.00"
"01/03/2023 11:45 - 01/03/2023 12:00","CTA|ES","33024.00","33661.00"
"01/03/2023 12:00 - 01/03/2023 12:15","CTA|ES","32952.00","33514.00"
"01/03/2023 12:15 - 01/03/2023 12:30","CTA|ES","32768.00","33450.00"
"01/03/2023 12:30 - 01/03/2023 12:45","CTA|ES","32824.00","33413.00"
"01/03/2023 12:45 - 01/03/2023 13:00","CTA|ES","32952.00","33383.00"
"01/03/2023 13:00 - 01/03/2023 13:15","CTA|ES","33064.00","33419.00"
"01/03/2023 13:15 - 01/03/2023 13:30","CTA|ES","33076.00","33334.00"
"01/03/2023 13:30 - 01/03/2023 13:45","CTA|ES","32892.00","33195.00"
"01/03/2023 13:45 - 01/03/2023 14:00","CTA|ES","32536.00","33020.00"
"01/03/2023 14:00 - 01/03/2023 14:15","CTA|ES","32484.00","32793.00"
"01/03/2023 14:15 - 01/03/2023 14:30","CTA|ES","32600.00","32626.00"
"01/03/2023 14:30 - 01/03/2023 14:45","CTA|ES","32548.00","32496.00"
"01/03/2023 14:45 - 01/03/2023 15:00","CTA|ES","32312.00","32397.00"
"01/03/2023 15:00 - 01/03/2023 15:15","CTA|ES","32260.00","32306.00"
"01/03/2023 15:15 - 01/03/2023 15:30","CTA|ES","32264.00","32234.00"
"01/03/2023 15:30 - 01/03/2023 15:45","CTA|ES","32076.00","32161.00"
"01/03/2023 15:45 - 01/03/2023 16:00","CTA|ES","32024.00","32097.00"
"01/03/2023 16:00 - 01/03/2023 16:15","CTA|ES","32232.00","31983.00"
"01/03/2023 16:15 - 01/03/2023 16:30","CTA|ES","32244.00","31978.00"
"01/03/2023 16:30 - 01/03/2023 16:45","CTA|ES","32304.00","32017.00"
"01/03/2023 16:45 - 01/03/2023 17:00","CTA|ES","32212.00","32087.00"
"01/03/2023 17:00 - 01/03/2023 17:15","CTA|ES","32420.00","32174.00"
"01/03/2023 17:15 - 01/03/2023 17:30","CTA|ES","32536.00","32246.00"
"01/03/2023 17:30 - 01/03/2023 17:45","CTA|ES","32588.00","32302.00"
"01/03/2023 17:45 - 01/03/2023 18:00","CTA|ES","32816.00","32394.00"
"01/03/2023 18:00 - 01/03/2023 18:15","CTA|ES","32624.00","32267.00"
"01/03/2023 18:15 - 01/03/2023 18:30","CTA|ES","32784.00","32613.00"
"01/03/2023 18:30 - 01/03/2023 18:45","CTA|ES","33232.00","33154.00"
"01/03/2023 18:45 - 01/03/2023 19:00","CTA|ES","33748.00","33826.00"
"01/03/2023 19:00 - 01/03/2023 19:15","CTA|ES","34612.00","34709.00"
"01/03/2023 19:15 - 01/03/2023 19:30","CTA|ES","35672.00","35379.00"
"01/03/2023 19:30 - 01/03/2023 19:45","CTA|ES","36236.00","35925.00"
"01/03/2023 19:45 - 01/03/2023 20:00","CTA|ES","36808.00","36335.00"
"01/03/2023 20:00 - 01/03/2023 20:15","CTA|ES","36964.00","36891.00"
"01/03/2023 20:15 - 01/03/2023 20:30","CTA|ES","37304.00","37036.00"
"01/03/2023 20:30 - 01/03/2023 20:45","CTA|ES","37364.00","37048.00"
"01/03/2023 20:45 - 01/03/2023 21:00","CTA|ES","37316.00","36915.00"
"01/03/2023 21:00 - 01/03/2023 21:15","CTA|ES","37060.00","36970.00"
"01/03/2023 21:15 - 01/03/2023 21:30","CTA|ES","36868.00","36498.00"
"01/03/2023 21:30 - 01/03/2023 21:45","CTA|ES","35896.00","35846.00"
"01/03/2023 21:45 - 01/03/2023 22:00","CTA|ES","34976.00","35054.00"
"01/03/2023 22:00 - 01/03/2023 22:15","CTA|ES","34272.00","34254.00"
"01/03/2023 22:15 - 01/03/2023 22:30","CTA|ES","33604.00","33329.00"
"01/03/2023 22:30 - 01/03/2023 22:45","CTA|ES","32668.00","32409.00"
"01/03/2023 22:45 - 01/03/2023 23:00","CTA|ES","31792.00","31521.00"
"01/03/2023 23:00 - 01/03/2023 23:15","CTA|ES","30708.00","30569.00"
"01/03/2023 23:15 - 01/03/2023 23:30","CTA|ES","30108.00","29819.00"
"01/03/2023 23:30 - 01/03/2023 23:45","CTA|ES","29076.00","29160.00"
"01/03/2023 23:45 - 02/03/2023 00:00","CTA|ES","28352.00","28576.00"
"02/03/2023 00:00 - 02/03/2023 00:15","CTA|ES","28092.00","28290.00"
"02/03/2023 00:15 - 02/03/2023 00:30","CTA|ES","27612.00","27761.00"
"02/03/2023 00:30 - 02/03/2023 00:45","CTA|ES","27056.00","27246.00"
"02/03/2023 00:45 - 02/03/2023 01:00","CTA|ES","26464.00","26756.00"
"02/03/2023 01:00 - 02/03/2023 01:15","CTA|ES","26020.00","26223.00"
"02/03/2023 01:15 - 02/03/2023 01:30","CTA|ES","25524.00","25811.00"
"02/03/2023 01:30 - 02/03/2023 01:45","CTA|ES","25280.00","25449.00"
"02/03/2023 01:45 - 02/03/2023 02:00","CTA|ES","25000.00","25140.00"
"02/03/2023 02:00 - 02/03/2023 02:15","CTA|ES","24548.00","24788.00"
"02/03/2023 02:15 - 02/03/2023 02:30","CTA|ES","24492.00","24582.00"
"02/03/2023 02:30 - 02/03/2023 02:45","CTA|ES","24176.00","24426.00"
"02/03/2023 02:45 - 02/03/2023 03:00","CTA|ES","24072.00","24312.00"
"02/03/2023 03:00 - 02/03/2023 03:15","CTA|ES","23996.00","24186.00"
"02/03/2023 03:15 - 02/03/2023 03:30","CTA|ES","23820.00","24132.00"
"02/03/2023 03:30 - 02/03/2023 03:45","CTA|ES","23680.00","24097.00"
"02/03/2023 03:45 - 02/03/2023 04:00","CTA|ES","23740.00","24080.00"
"02/03/2023 04:00 - 02/03/2023 04:15","CTA|ES","23692.00","24027.00"
"02/03/2023 04:15 - 02/03/2023 04:30","CTA|ES","23696.00","24050.00"
"02/03/2023 04:30 - 02/03/2023 04:45","CTA|ES","23520.00","24100.00"
"02/03/2023 04:45 - 02/03/2023 05:00","CTA|ES","23800.00","24208.00"
"02/03/2023 05:00 - 02/03/2023 05:15","CTA|ES","24208.00","24136.00"
"02/03/2023 05:15 - 02/03/2023 05:30","CTA|ES","24148.00","24469.00"
"02/03/2023 05:30 - 02/03/2023 05:45","CTA|ES","24420.00","24963.00"
"02/03/2023 05:45 - 02/03/2023 06:00","CTA|ES","24988.00","25619.00"
"02/03/2023 06:00 - 02/03/2023 06:15","CTA|ES","26156.00","26218.00"
"02/03/2023 06:15 - 02/03/2023 06:30","CTA|ES","27264.00","27176.00"
"02/03/2023 06:30 - 02/03/2023 06:45","CTA|ES","28120.00","28264.00"
"02/03/2023 06:45 - 02/03/2023 07:00","CTA|ES","29176.00","29404.00"
"02/03/2023 07:00 - 02/03/2023 07:15","CTA|ES","31000.00","30893.00"
"02/03/2023 07:15 - 02/03/2023 07:30","CTA|ES","32024.00","31863.00"
"02/03/2023 07:30 - 02/03/2023 07:45","CTA|ES","32756.00","32620.00"
"02/03/2023 07:45 - 02/03/2023 08:00","CTA|ES","33200.00","33179.00"
"02/03/2023 08:00 - 02/03/2023 08:15","CTA|ES","34004.00","33813.00"
"02/03/2023 08:15 - 02/03/2023 08:30","CTA|ES","34400.00","34093.00"
"02/03/2023 08:30 - 02/03/2023 08:45","CTA|ES","34508.00","34286.00"
"02/03/2023 08:45 - 02/03/2023 09:00","CTA|ES","34588.00","34409.00"
"02/03/2023 09:00 - 02/03/2023 09:15","CTA|ES","34296.00","34554.00"
"02/03/2023 09:15 - 02/03/2023 09:30","CTA|ES","34524.00","34578.00"
"02/03/2023 09:30 - 02/03/2023 09:45","CTA|ES","34420.00","34570.00"
"02/03/2023 09:45 - 02/03/2023 10:00","CTA|ES","34332.00","34530.00"
"02/03/2023 10:00 - 02/03/2023 10:15","CTA|ES","34188.00","34528.00"
"02/03/2023 10:15 - 02/03/2023 10:30","CTA|ES","34204.00","34409.00"
"02/03/2023 10:30 - 02/03/2023 10:45","CTA|ES","34040.00","34249.00"
"02/03/2023 10:45 - 02/03/2023 11:00","CTA|ES","33816.00","34067.00"
"02/03/2023 11:00 - 02/03/2023 11:15","CTA|ES","33616.00","33830.00"
"02/03/2023 11:15 - 02/03/2023 11:30","CTA|ES","33588.00","33673.00"
"02/03/2023 11:30 - 02/03/2023 11:45","CTA|ES","33552.00","33559.00"
"02/03/2023 11:45 - 02/03/2023 12:00","CTA|ES","33260.00","33483.00"
"02/03/2023 12:00 - 02/03/2023 12:15","CTA|ES","33268.00","33405.00"
"02/03/2023 12:15 - 02/03/2023 12:30","CTA|ES","33180.00","33380.00"
"02/03/2023 12:30 - 02/03/2023 12:45","CTA|ES","33056.00","33366.00"
"02/03/2023 12:45 - 02/03/2023 13:00","CTA|ES","33064.00","33347.00"
"02/03/2023 13:00 - 02/03/2023 13:15","CTA|ES","33012.00","33391.00"
"02/03/2023 13:15 - 02/03/2023 13:30","CTA|ES","32988.00","33303.00"
"02/03/2023 13:30 - 02/03/2023 13:45","CTA|ES","32912.00","33161.00"
"02/03/2023 13:45 - 02/03/2023 14:00","CTA|ES","32600.00","32984.00"
"02/03/2023 14:00 - 02/03/2023 14:15","CTA|ES","32548.00","32752.00"
"02/03/2023 14:15 - 02/03/2023 14:30","CTA|ES","32488.00","32586.00"
"02/03/2023 14:30 - 02/03/2023 14:45","CTA|ES","32472.00","32460.00"
"02/03/2023 14:45 - 02/03/2023 15:00","CTA|ES","32104.00","32369.00"
"02/03/2023 15:00 - 02/03/2023 15:15","CTA|ES","32104.00","32276.00"
"02/03/2023 15:15 - 02/03/2023 15:30","CTA|ES","32080.00","32225.00"
"02/03/2023 15:30 - 02/03/2023 15:45","CTA|ES","32044.00","32183.00"
"02/03/2023 15:45 - 02/03/2023 16:00","CTA|ES","31932.00","32152.00"
"02/03/2023 16:00 - 02/03/2023 16:15","CTA|ES","31904.00","32089.00"
"02/03/2023 16:15 - 02/03/2023 16:30","CTA|ES","32000.00","32107.00"
"02/03/2023 16:30 - 02/03/2023 16:45","CTA|ES","32072.00","32157.00"
"02/03/2023 16:45 - 02/03/2023 17:00","CTA|ES","32068.00","32224.00"
"02/03/2023 17:00 - 02/03/2023 17:15","CTA|ES","32120.00","32314.00"
"02/03/2023 17:15 - 02/03/2023 17:30","CTA|ES","32200.00","32361.00"
"02/03/2023 17:30 - 02/03/2023 17:45","CTA|ES","32288.00","32384.00"
"02/03/2023 17:45 - 02/03/2023 18:00","CTA|ES","32396.00","32438.00"
"02/03/2023 18:00 - 02/03/2023 18:15","CTA|ES","32336.00","32260.00"
"02/03/2023 18:15 - 02/03/2023 18:30","CTA|ES","32432.00","32577.00"
"02/03/2023 18:30 - 02/03/2023 18:45","CTA|ES","32924.00","33101.00"
