"MTU (CET/CEST)","Area","Actual Total Load (MW)","Day-ahead Total Load Forecast (MW)"
"04/01/2023 06:45 - 04/01/2023 07:00","CTA|ES","24564.00","24428.00"
"04/01/2023 07:00 - 04/01/2023 07:15","CTA|ES","25500.00","25399.00"
"04/01/2023 07:15 - 04/01/2023 07:30","CTA|ES","26204.00","26140.00"
"04/01/2023 07:30 - 04/01/2023 07:45","CTA|ES","27024.00","26793.00"
"04/01/2023 07:45 - 04/01/2023 08:00","CTA|ES","27472.00","27364.00"
"04/01/2023 08:00 - 04/01/2023 08:15","CTA|ES","28128.00","27986.00"
"04/01/2023 08:15 - 04/01/2023 08:30","CTA|ES","28684.00","28442.00"
"04/01/2023 08:30 - 04/01/2023 08:45","CTA|ES","29032.00","28859.00"
"04/01/2023 08:45 - 04/01/2023 09:00","CTA|ES","29312.00","29232.00"
"04/01/2023 09:00 - 04/01/2023 09:15","CTA|ES","29772.00","29685.00"
"04/01/2023 09:15 - 04/01/2023 09:30","CTA|ES","30052.00","29946.00"
"04/01/2023 09:30 - 04/01/2023 09:45","CTA|ES","30228.00","30139.00"
"04/01/2023 09:45 - 04/01/2023 10:00","CTA|ES","30332.00","30265.00"
"04/01/2023 10:00 - 04/01/2023 10:15","CTA|ES","30400.00","30444.00"
"04/01/2023 10:15 - 04/01/2023 10:30","CTA|ES","30276.00","30444.00"
"04/01/2023 10:30 - 04/01/2023 10:45","CTA|ES","30180.00","30387.00"
"04/01/2023 10:45 - 04/01/2023 11:00","CTA|ES","29944.00","30291.00"
"04/01/2023 11:00 - 04/01/2023 11:15","CTA|ES","29860.00","30166.00"
"04/01/2023 11:15 - 04/01/2023 11:30","CTA|ES","29672.00","30045.00"
"04/01/2023 11:30 - 04/01/2023 11:45","CTA|ES","29396.00","29937.00"
"04/01/2023 11:45 - 04/01/2023 12:00","CTA|ES","29372.00","29849.00"
"04/01/2023 12:00 - 04/01/2023 12:15","CTA|ES","29444.00","29736.00"
"04/01/2023 12:15 - 04/01/2023 12:30","CTA|ES","29284.00","29696.00"
"04/01/2023 12:30 - 04/01/2023 12:45","CTA|ES","29128.00","29683.00"
"04/01/2023 12:45 - 04/01/2023 13:00","CTA|ES","29136.00","29682.00"
"04/01/2023 13:00 - 04/01/2023 13:15","CTA|ES","29124.00","29726.00"
"04/01/2023 13:15 - 04/01/2023 13:30","CTA|ES","29300.00","29701.00"
"04/01/2023 13:30 - 04/01/2023 13:45","CTA|ES","29188.00","29641.00"
"04/01/2023 13:45 - 04/01/2023 14:00","CTA|ES","29292.00","29549.00"
"04/01/2023 14:00 - 04/01/2023 14:15","CTA|ES","29068.00","29467.00"
"04/01/2023 14:15 - 04/01/2023 14:30","CTA|ES","28948.00","29325.00"
"04/01/2023 14:30 - 04/01/2023 14:45","CTA|ES","28720.00","29166.00"
"04/01/2023 14:45 - 04/01/2023 15:00","CTA|ES","28384.00","29008.00"
"04/01/2023 15:00 - 04/01/2023 15:15","CTA|ES","28204.00","28788.00"
"04/01/2023 15:15 - 04/01/2023 15:30","CTA|ES","27932.00","28684.00"
"04/01/2023 15:30 - 04/01/2023 15:45","CTA|ES","27864.00","28630.00"
"04/01/2023 15:45 - 04/01/2023 16:00","CTA|ES","27816.00","28624.00"
"04/01/2023 16:00 - 04/01/2023 16:15","CTA|ES","27800.00","28591.00"
"04/01/2023 16:15 - 04/01/2023 16:30","CTA|ES","27992.00","28658.00"
"04/01/2023 16:30 - 04/01/2023 16:45","CTA|ES","28072.00","28755.00"
"04/01/2023 16:45 - 04/01/2023 17:00","CTA|ES","28136.00","28886.00"
"04/01/2023 17:00 - 04/01/2023 17:15","CTA|ES","28420.00","28967.00"
"04/01/2023 17:15 - 04/01/2023 17:30","CTA|ES","28492.00","29196.00"
"04/01/2023 17:30 - 04/01/2023 17:45","CTA|ES","28796.00","29479.00"
"04/01/2023 17:45 - 04/01/2023 18:00","CTA|ES","29208.00","29789.00"
"04/01/2023 18:00 - 04/01/2023 18:15","CTA|ES","29832.00","30196.00"
"04/01/2023 18:15 - 04/01/2023 18:30","CTA|ES","30344.00","30450.00"
"04/01/2023 18:30 - 04/01/2023 18:45","CTA|ES","30656.00","30630.00"
"04/01/2023 18:45 - 04/01/2023 19:00","CTA|ES","30792.00","30758.00"
"04/01/2023 19:00 - 04/01/2023 19:15","CTA|ES","30912.00","30841.00"
"04/01/2023 19:15 - 04/01/2023 19:30","CTA|ES","30892.00","30952.00"
"04/01/2023 19:30 - 04/01/2023 19:45","CTA|ES","31044.00","31091.00"
"04/01/2023 19:45 - 04/01/2023 20:00","CTA|ES","31184.00","31244.00"
"04/01/2023 20:00 - 04/01/2023 20:15","CTA|ES","31400.00","31479.00"
"04/01/2023 20:15 - 04/01/2023 20:30","CTA|ES","31552.00","31590.00"
"04/01/2023 20:30 - 04/01/2023 20:45","CTA|ES","31688.00","31643.00"
"04/01/2023 20:45 - 04/01/2023 21:00","CTA|ES","31864.00","31608.00"
"04/01/2023 21:00 - 04/01/2023 21:15","CTA|ES","31772.00","31764.00"
"04/01/2023 21:15 - 04/01/2023 21:30","CTA|ES","31652.00","31453.00"
"04/01/2023 21:30 - 04/01/2023 21:45","CTA|ES","30944.00","30969.00"
"04/01/2023 21:45 - 04/01/2023 22:00","CTA|ES","30412.00","30349.00"
"04/01/2023 22:00 - 04/01/2023 22:15","CTA|ES","29520.00","29710.00"
"04/01/2023 22:15 - 04/01/2023 22:30","CTA|ES","29008.00","28968.00"
"04/01/2023 22:30 - 04/01/2023 22:45","CTA|ES","28348.00","28235.00"
"04/01/2023 22:45 - 04/01/2023 23:00","CTA|ES","27760.00","27528.00"
"04/01/2023 23:00 - 04/01/2023 23:15","CTA|ES","27048.00","26792.00"
"04/01/2023 23:15 - 04/01/2023 23:30","CTA|ES","26484.00","26170.00"
"04/01/2023 23:30 - 04/01/2023 23:45","CTA|ES","25816.00","25600.00"
"04/01/2023 23:45 - 05/01/2023 00:00","CTA|ES","25240.00","25073.00"
"05/01/2023 00:00 - 05/01/2023 00:15","CTA|ES","24976.00","24671.00"
"05/01/2023 00:15 - 05/01/2023 00:30","CTA|ES","24604.00","24168.00"
"05/01/2023 00:30 - 05/01/2023 00:45","CTA|ES","24148.00","23679.00"
"05/01/2023 00:45 - 05/01/2023 01:00","CTA|ES","23696.00","23211.00"
"05/01/2023 01:00 - 05/01/2023 01:15","CTA|ES","23284.00","22711.00"
"05/01/2023 01:15 - 05/01/2023 01:30","CTA|ES","22856.00","22309.00"
"05/01/2023 01:30 - 05/01/2023 01:45","CTA|ES","22380.00","21948.00"
"05/01/2023 01:45 - 05/01/2023 02:00","CTA|ES","22088.00","21628.00"
"05/01/2023 02:00 - 05/01/2023 02:15","CTA|ES","21732.00","21282.00"
"05/01/2023 02:15 - 05/01/2023 02:30","CTA|ES","21620.00","21038.00"
"05/01/2023 02:30 - 05/01/2023 02:45","CTA|ES","21336.00","20829.00"
"05/01/2023 02:45 - 05/01/2023 03:00","CTA|ES","21136.00","20656.00"
"05/01/2023 03:00 - 05/01/2023 03:15","CTA|ES","21080.00","20444.00"
"05/01/2023 03:15 - 05/01/2023 03:30","CTA|ES","20924.00","20350.00"
"05/01/2023 03:30 - 05/01/2023 03:45","CTA|ES","20736.00","20298.00"
"05/01/2023 03:45 - 05/01/2023 04:00","CTA|ES","20844.00","20277.00"
"05/01/2023 04:00 - 05/01/2023 04:15","CTA|ES","20740.00","20249.00"
"05/01/2023 04:15 - 05/01/2023 04:30","CTA|ES","20848.00","20261.00"
"05/01/2023 04:30 - 05/01/2023 04:45","CTA|ES","20756.00","20282.00"
"05/01/2023 04:45 - 05/01/2023 05:00","CTA|ES","20792.00","20342.00"
"05/01/2023 05:00 - 05/01/2023 05:15","CTA|ES","21160.00","20246.00"
"05/01/2023 05:15 - 05/01/2023 05:30","CTA|ES","21304.00","20491.00"
"05/01/2023 05:30 - 05/01/2023 05:45","CTA|ES","21308.00","20875.00"
"05/01/2023 05:45 - 05/01/2023 06:00","CTA|ES","21640.00","21379.00"
"05/01/2023 06:00 - 05/01/2023 06:15","CTA|ES","22592.00","21905.00"
"05/01/2023 06:15 - 05/01/2023 06:30","CTA|ES","23100.00","22562.00"
"05/01/2023 06:30 - 05/01/2023 06:45","CTA|ES","23800.00","23252.00"
"05/01/2023 06:45 - 05/01/2023 07:00","CTA|ES","24492.00","23947.00"
"05/01/2023 07:00 - 05/01/2023 07:15","CTA|ES","25552.00","24775.00"
"05/01/2023 07:15 - 05/01/2023 07:30","CTA|ES","26264.00","25390.00"
"05/01/2023 07:30 - 05/01/2023 07:45","CTA|ES","26976.00","25926.00"
"05/01/2023 07:45 - 05/01/2023 08:00","CTA|ES","27564.00","26398.00"
"05/01/2023 08:00 - 05/01/2023 08:15","CTA|ES","28248.00","26871.00"
"05/01/2023 08:15 - 05/01/2023 08:30","CTA|ES","28692.00","27295.00"
"05/01/2023 08:30 - 05/01/2023 08:45","CTA|ES","28928.00","27722.00"
"05/01/2023 08:45 - 05/01/2023 09:00","CTA|ES","29248.00","28135.00"
"05/01/2023 09:00 - 05/01/2023 09:15","CTA|ES","29772.00","28669.00"
"05/01/2023 09:15 - 05/01/2023 09:30","CTA|ES","30032.00","28967.00"
"05/01/2023 09:30 - 05/01/2023 09:45","CTA|ES","30104.00","29171.00"
"05/01/2023 09:45 - 05/01/2023 10:00","CTA|ES","30228.00","29285.00"
"05/01/2023 10:00 - 05/01/2023 10:15","CTA|ES","30232.00","29441.00"
"05/01/2023 10:15 - 05/01/2023 10:30","CTA|ES","30116.00","29414.00"
"05/01/2023 10:30 - 05/01/2023 10:45","CTA|ES","30044.00","29335.00"
"05/01/2023 10:45 - 05/01/2023 11:00","CTA|ES","29936.00","29217.00"
"05/01/2023 11:00 - 05/01/2023 11:15","CTA|ES","29804.00","29085.00"
"05/01/2023 11:15 - 05/01/2023 11:30","CTA|ES","29504.00","28931.00"
"05/01/2023 11:30 - 05/01/2023 11:45","CTA|ES","29328.00","28780.00"
"05/01/2023 11:45 - 05/01/2023 12:00","CTA|ES","29120.00","28642.00"
"05/01/2023 12:00 - 05/01/2023 12:15","CTA|ES","28960.00","28462.00"
"05/01/2023 12:15 - 05/01/2023 12:30","CTA|ES","28876.00","28381.00"
"05/01/2023 12:30 - 05/01/2023 12:45","CTA|ES","28736.00","28338.00"
"05/01/2023 12:45 - 05/01/2023 13:00","CTA|ES","28712.00","28318.00"
"05/01/2023 13:00 - 05/01/2023 13:15","CTA|ES","28560.00","28349.00"
"05/01/2023 13:15 - 05/01/2023 13:30","CTA|ES","28736.00","28312.00"
"05/01/2023 13:30 - 05/01/2023 13:45","CTA|ES","28588.00","28240.00"
"05/01/2023 13:45 - 05/01/2023 14:00","CTA|ES","28528.00","28128.00"
"05/01/2023 14:00 - 05/01/2023 14:15","CTA|ES","28292.00","28052.00"
"05/01/2023 14:15 - 05/01/2023 14:30","CTA|ES","28224.00","27853.00"
"05/01/2023 14:30 - 05/01/2023 14:45","CTA|ES","27864.00","27613.00"
"05/01/2023 14:45 - 05/01/2023 15:00","CTA|ES","27560.00","27361.00"
"05/01/2023 15:00 - 05/01/2023 15:15","CTA|ES","27376.00","27014.00"
"05/01/2023 15:15 - 05/01/2023 15:30","CTA|ES","27340.00","26838.00"
"05/01/2023 15:30 - 05/01/2023 15:45","CTA|ES","27224.00","26740.00"
"05/01/2023 15:45 - 05/01/2023 16:00","CTA|ES","27196.00","26705.00"
"05/01/2023 16:00 - 05/01/2023 16:15","CTA|ES","27080.00","26687.00"
"05/01/2023 16:15 - 05/01/2023 16:30","CTA|ES","27236.00","26702.00"
"05/01/2023 16:30 - 05/01/2023 16:45","CTA|ES","27280.00","26713.00"
"05/01/2023 16:45 - 05/01/2023 17:00","CTA|ES","27360.00","26734.00"
"05/01/2023 17:00 - 05/01/2023 17:15","CTA|ES","27464.00","26685.00"
"05/01/2023 17:15 - 05/01/2023 17:30","CTA|ES","27420.00","26791.00"
"05/01/2023 17:30 - 05/01/2023 17:45","CTA|ES","27448.00","26960.00"
"05/01/2023 17:45 - 05/01/2023 18:00","CTA|ES","27764.00","27158.00"
"05/01/2023 18:00 - 05/01/2023 18:15","CTA|ES","28244.00","27477.00"
"05/01/2023 18:15 - 05/01/2023 18:30","CTA|ES","28648.00","27593.00"
"05/01/2023 18:30 - 05/01/2023 18:45","CTA|ES","28792.00","27614.00"
"05/01/2023 18:45 - 05/01/2023 19:00","CTA|ES","28628.00","27576.00"
"05/01/2023 19:00 - 05/01/2023 19:15","CTA|ES","28624.00","27425.00"
"05/01/2023 19:15 - 05/01/2023 19:30","CTA|ES","28620.00","27425.00"
"05/01/2023 19:30 - 05/01/2023 19:45","CTA|ES","28592.00","27507.00"
"05/01/2023 19:45 - 05/01/2023 20:00","CTA|ES","28656.00","27651.00"
"05/01/2023 20:00 - 05/01/2023 20:15","CTA|ES","28636.00","27870.00"
"05/01/2023 20:15 - 05/01/2023 20:30","CTA|ES","28812.00","28030.00"
"05/01/2023 20:30 - 05/01/2023 20:45","CTA|ES","28848.00","28144.00"
"05/01/2023 20:45 - 05/01/2023 21:00","CTA|ES","28888.00","28187.00"
"05/01/2023 21:00 - 05/01/2023 21:15","CTA|ES","28940.00","28381.00"
"05/01/2023 21:15 - 05/01/2023 21:30","CTA|ES","28860.00","28201.00"
"05/01/2023 21:30 - 05/01/2023 21:45","CTA|ES","28456.00","27883.00"
"05/01/2023 21:45 - 05/01/2023 22:00","CTA|ES","28008.00","27465.00"
"05/01/2023 22:00 - 05/01/2023 22:15","CTA|ES","27568.00","26986.00"
"05/01/2023 22:15 - 05/01/2023 22:30","CTA|ES","27028.00","26514.00"
"05/01/2023 22:30 - 05/01/2023 22:45","CTA|ES","26624.00","26080.00"
"05/01/2023 22:45 - 05/01/2023 23:00","CTA|ES","26108.00","25685.00"
"05/01/2023 23:00 - 05/01/2023 23:15","CTA|ES","25692.00","25299.00"
"05/01/2023 23:15 - 05/01/2023 23:30","CTA|ES","25260.00","24952.00"
"05/01/2023 23:30 - 05/01/2023 23:45","CTA|ES","24592.00","24615.00"
"05/01/2023 23:45 - 06/01/2023 00:00","CTA|ES","24148.00","24274.00"
"06/01/2023 00:00 - 06/01/2023 00:15","CTA|ES","23700.00","24491.00"
"06/01/2023 00:15 - 06/01/2023 00:30","CTA|ES","23520.00","24031.00"
"06/01/2023 00:30 - 06/01/2023 00:45","CTA|ES","23040.00","23571.00"
"06/01/2023 00:45 - 06/01/2023 01:00","CTA|ES","22600.00","23116.00"
"06/01/2023 01:00 - 06/01/2023 01:15","CTA|ES","22252.00","22654.00"
"06/01/2023 01:15 - 06/01/2023 01:30","CTA|ES","21812.00","22222.00"
"06/01/2023 01:30 - 06/01/2023 01:45","CTA|ES","21360.00","21809.00"
"06/01/2023 01:45 - 06/01/2023 02:00","CTA|ES","21076.00","21418.00"
"06/01/2023 02:00 - 06/01/2023 02:15","CTA|ES","20696.00","20999.00"
"06/01/2023 02:15 - 06/01/2023 02:30","CTA|ES","20352.00","20669.00"
"06/01/2023 02:30 - 06/01/2023 02:45","CTA|ES","20024.00","20374.00"
"06/01/2023 02:45 - 06/01/2023 03:00","CTA|ES","19908.00","20117.00"
"06/01/2023 03:00 - 06/01/2023 03:15","CTA|ES","19800.00","19823.00"
"06/01/2023 03:15 - 06/01/2023 03:30","CTA|ES","19520.00","19649.00"
"06/01/2023 03:30 - 06/01/2023 03:45","CTA|ES","19392.00","19517.00"
"06/01/2023 03:45 - 06/01/2023 04:00","CTA|ES","19316.00","19420.00"
"06/01/2023 04:00 - 06/01/2023 04:15","CTA|ES","19120.00","19320.00"
"06/01/2023 04:15 - 06/01/2023 04:30","CTA|ES","19064.00","19263.00"
"06/01/2023 04:30 - 06/01/2023 04:45","CTA|ES","18920.00","19215.00"
"06/01/2023 04:45 - 06/01/2023 05:00","CTA|ES","18956.00","19182.00"
"06/01/2023 05:00 - 06/01/2023 05:15","CTA|ES","19036.00","19101.00"
"06/01/2023 05:15 - 06/01/2023 05:30","CTA|ES","19064.00","19130.00"
"06/01/2023 05:30 - 06/01/2023 05:45","CTA|ES","19024.00","19202.00"
"06/01/2023 05:45 - 06/01/2023 06:00","CTA|ES","18976.00","19313.00"
"06/01/2023 06:00 - 06/01/2023 06:15","CTA|ES","19156.00","19423.00"
"06/01/2023 06:15 - 06/01/2023 06:30","CTA|ES","19404.00","19589.00"
"06/01/2023 06:30 - 06/01/2023 06:45","CTA|ES","19576.00","19768.00"
"06/01/2023 06:45 - 06/01/2023 07:00","CTA|ES","19652.00","19938.00"
"06/01/2023 07:00 - 06/01/2023 07:15","CTA|ES","20168.00","20187.00"
"06/01/2023 07:15 - 06/01/2023 07:30","CTA|ES","20480.00","20265.00"
"06/01/2023 07:30 - 06/01/2023 07:45","CTA|ES","20556.00","20271.00"
"06/01/2023 07:45 - 06/01/2023 08:00","CTA|ES","20624.00","20251.00"
"06/01/2023 08:00 - 06/01/2023 08:15","CTA|ES","20724.00","20070.00"
"06/01/2023 08:15 - 06/01/2023 08:30","CTA|ES","20760.00","20172.00"
"06/01/2023 08:30 - 06/01/2023 08:45","CTA|ES","20980.00","20404.00"
"06/01/2023 08:45 - 06/01/2023 09:00","CTA|ES","21184.00","20735.00"
"06/01/2023 09:00 - 06/01/2023 09:15","CTA|ES","21548.00","21154.00"
"06/01/2023 09:15 - 06/01/2023 09:30","CTA|ES","21912.00","21535.00"
"06/01/2023 09:30 - 06/01/2023 09:45","CTA|ES","22320.00","21873.00"
"06/01/2023 09:45 - 06/01/2023 10:00","CTA|ES","22616.00","22154.00"
"06/01/2023 10:00 - 06/01/2023 10:15","CTA|ES","22880.00","22519.00"
"06/01/2023 10:15 - 06/01/2023 10:30","CTA|ES","23136.00","22665.00"
"06/01/2023 10:30 - 06/01/2023 10:45","CTA|ES","23188.00","22735.00"
"06/01/2023 10:45 - 06/01/2023 11:00","CTA|ES","23324.00","22746.00"
"06/01/2023 11:00 - 06/01/2023 11:15","CTA|ES","23384.00","22736.00"
"06/01/2023 11:15 - 06/01/2023 11:30","CTA|ES","23360.00","22695.00"
"06/01/2023 11:30 - 06/01/2023 11:45","CTA|ES","23288.00","22656.00"
"06/01/2023 11:45 - 06/01/2023 12:00","CTA|ES","23324.00","22631.00"
"06/01/2023 12:00 - 06/01/2023 12:15","CTA|ES","23264.00","22571.00"
"06/01/2023 12:15 - 06/01/2023 12:30","CTA|ES","23116.00","22594.00"
"06/01/2023 12:30 - 06/01/2023 12:45","CTA|ES","23104.00","22650.00"
"06/01/2023 12:45 - 06/01/2023 13:00","CTA|ES","23108.00","22728.00"
"06/01/2023 13:00 - 06/01/2023 13:15","CTA|ES","23124.00","22841.00"
"06/01/2023 13:15 - 06/01/2023 13:30","CTA|ES","23204.00","22919.00"
"06/01/2023 13:30 - 06/01/2023 13:45","CTA|ES","23244.00","22976.00"
"06/01/2023 13:45 - 06/01/2023 14:00","CTA|ES","23336.00","22993.00"
"06/01/2023 14:00 - 06/01/2023 14:15","CTA|ES","23236.00","23102.00"
"06/01/2023 14:15 - 06/01/2023 14:30","CTA|ES","23044.00","22983.00"
"06/01/2023 14:30 - 06/01/2023 14:45","CTA|ES","22728.00","22777.00"
"06/01/2023 14:45 - 06/01/2023 15:00","CTA|ES","22520.00","22518.00"
"06/01/2023 15:00 - 06/01/2023 15:15","CTA|ES","22136.00","22169.00"
"06/01/2023 15:15 - 06/01/2023 15:30","CTA|ES","21796.00","21931.00"
"06/01/2023 15:30 - 06/01/2023 15:45","CTA|ES","21796.00","21759.00"
"06/01/2023 15:45 - 06/01/2023 16:00","CTA|ES","21748.00","21651.00"
"06/01/2023 16:00 - 06/01/2023 16:15","CTA|ES","21764.00","21506.00"
"06/01/2023 16:15 - 06/01/2023 16:30","CTA|ES","21584.00","21496.00"
"06/01/2023 16:30 - 06/01/2023 16:45","CTA|ES","21772.00","21524.00"
"06/01/2023 16:45 - 06/01/2023 17:00","CTA|ES","21956.00","21610.00"
"06/01/2023 17:00 - 06/01/2023 17:15","CTA|ES","22320.00","21580.00"
"06/01/2023 17:15 - 06/01/2023 17:30","CTA|ES","22572.00","21848.00"
"06/01/2023 17:30 - 06/01/2023 17:45","CTA|ES","22932.00","22231.00"
"06/01/2023 17:45 - 06/01/2023 18:00","CTA|ES","23412.00","22685.00"
"06/01/2023 18:00 - 06/01/2023 18:15","CTA|ES","24088.00","23271.00"
"06/01/2023 18:15 - 06/01/2023 18:30","CTA|ES","24832.00","23703.00"
"06/01/2023 18:30 - 06/01/2023 18:45","CTA|ES","25264.00","24052.00"
"06/01/2023 18:45 - 06/01/2023 19:00","CTA|ES","25604.00","24337.00"
"06/01/2023 19:00 - 06/01/2023 19:15","CTA|ES","25908.00","24589.00"
"06/01/2023 19:15 - 06/01/2023 19:30","CTA|ES","26068.00","24836.00"
"06/01/2023 19:30 - 06/01/2023 19:45","CTA|ES","26152.00","25104.00"
"06/01/2023 19:45 - 06/01/2023 20:00","CTA|ES","26316.00","25389.00"
"06/01/2023 20:00 - 06/01/2023 20:15","CTA|ES","26536.00","25716.00"
"06/01/2023 20:15 - 06/01/2023 20:30","CTA|ES","26616.00","25999.00"
"06/01/2023 20:30 - 06/01/2023 20:45","CTA|ES","26844.00","26260.00"
"06/01/2023 20:45 - 06/01/2023 21:00","CTA|ES","27024.00","26469.00"
"06/01/2023 21:00 - 06/01/2023 21:15","CTA|ES","27016.00","26836.00"
"06/01/2023 21:15 - 06/01/2023 21:30","CTA|ES","27084.00","26846.00"
"06/01/2023 21:30 - 06/01/2023 21:45","CTA|ES","26980.00","26719.00"
"06/01/2023 21:45 - 06/01/2023 22:00","CTA|ES","26836.00","26480.00"
"06/01/2023 22:00 - 06/01/2023 22:15","CTA|ES","26436.00","26225.00"
"06/01/2023 22:15 - 06/01/2023 22:30","CTA|ES","25984.00","25874.00"
"06/01/2023 22:30 - 06/01/2023 22:45","CTA|ES","25712.00","25517.00"
"06/01/2023 22:45 - 06/01/2023 23:00","CTA|ES","25196.00","25164.00"
"06/01/2023 23:00 - 06/01/2023 23:15","CTA|ES","24772.00","24808.00"
"06/01/2023 23:15 - 06/01/2023 23:30","CTA|ES","24180.00","24472.00"
"06/01/2023 23:30 - 06/01/2023 23:45","CTA|ES","23832.00","24147.00"
"06/01/2023 23:45 - 07/01/2023 00:00","CTA|ES","23248.00","23824.00"
"07/01/2023 00:00 - 07/01/2023 00:15","CTA|ES","22928.00","22865.00"
"07/01/2023 00:15 - 07/01/2023 00:30","CTA|ES","22836.00","22446.00"
"07/01/2023 00:30 - 07/01/2023 00:45","CTA|ES","22472.00","21981.00"
"07/01/2023 00:45 - 07/01/2023 01:00","CTA|ES","22100.00","21499.00"
"07/01/2023 01:00 - 07/01/2023 01:15","CTA|ES","21516.00","20946.00"
"07/01/2023 01:15 - 07/01/2023 01:30","CTA|ES","21184.00","20523.00"
"07/01/2023 01:30 - 07/01/2023 01:45","CTA|ES","20916.00","20166.00"
"07/01/2023 01:45 - 07/01/2023 02:00","CTA|ES","20636.00","19871.00"
"07/01/2023 02:00 - 07/01/2023 02:15","CTA|ES","20360.00","19563.00"
"07/01/2023 02:15 - 07/01/2023 02:30","CTA|ES","20056.00","19355.00"
"07/01/2023 02:30 - 07/01/2023 02:45","CTA|ES","19760.00","19176.00"
"07/01/2023 02:45 - 07/01/2023 03:00","CTA|ES","19716.00","19020.00"
"07/01/2023 03:00 - 07/01/2023 03:15","CTA|ES","19544.00","18848.00"
"07/01/2023 03:15 - 07/01/2023 03:30","CTA|ES","19388.00","18737.00"
"07/01/2023 03:30 - 07/01/2023 03:45","CTA|ES","19308.00","18647.00"
"07/01/2023 03:45 - 07/01/2023 04:00","CTA|ES","19140.00","18577.00"
"07/01/2023 04:00 - 07/01/2023 04:15","CTA|ES","19200.00","18483.00"
"07/01/2023 04:15 - 07/01/2023 04:30","CTA|ES","19156.00","18457.00"
"07/01/2023 04:30 - 07/01/2023 04:45","CTA|ES","19064.00","18454.00"
"07/01/2023 04:45 - 07/01/2023 05:00","CTA|ES","18996.00","18480.00"
"07/01/2023 05:00 - 07/01/2023 05:15","CTA|ES","19156.00","18462.00"
"07/01/2023 05:15 - 07/01/2023 05:30","CTA|ES","19268.00","18557.00"
"07/01/2023 05:30 - 07/01/2023 05:45","CTA|ES","19352.00","18694.00"
"07/01/2023 05:45 - 07/01/2023 06:00","CTA|ES","19464.00","18871.00"
"07/01/2023 06:00 - 07/01/2023 06:15","CTA|ES","19872.00","19023.00"
"07/01/2023 06:15 - 07/01/2023 06:30","CTA|ES","20100.00","19274.00"
"07/01/2023 06:30 - 07/01/2023 06:45","CTA|ES","20432.00","19558.00"
"07/01/2023 06:45 - 07/01/2023 07:00","CTA|ES","20656.00","19870.00"
"07/01/2023 07:00 - 07/01/2023 07:15","CTA|ES","21232.00","20184.00"
"07/01/2023 07:15 - 07/01/2023 07:30","CTA|ES","21448.00","20531.00"
"07/01/2023 07:30 - 07/01/2023 07:45","CTA|ES","21912.00","20888.00"
"07/01/2023 07:45 - 07/01/2023 08:00","CTA|ES","22100.00","21265.00"
"07/01/2023 08:00 - 07/01/2023 08:15","CTA|ES","22500.00","21606.00"
"07/01/2023 08:15 - 07/01/2023 08:30","CTA|ES","22952.00","22057.00"
"07/01/2023 08:30 - 07/01/2023 08:45","CTA|ES","22988.00","22558.00"
"07/01/2023 08:45 - 07/01/2023 09:00","CTA|ES","23312.00","23087.00"
"07/01/2023 09:00 - 07/01/2023 09:15","CTA|ES","23944.00","23716.00"
"07/01/2023 09:15 - 07/01/2023 09:30","CTA|ES","24428.00","24219.00"
"07/01/2023 09:30 - 07/01/2023 09:45","CTA|ES","24840.00","24668.00"
"07/01/2023 09:45 - 07/01/2023 10:00","CTA|ES","25160.00","25042.00"
"07/01/2023 10:00 - 07/01/2023 10:15","CTA|ES","25736.00","25551.00"
"07/01/2023 10:15 - 07/01/2023 10:30","CTA|ES","25912.00","25725.00"
"07/01/2023 10:30 - 07/01/2023 10:45","CTA|ES","25912.00","25779.00"
"07/01/2023 10:45 - 07/01/2023 11:00","CTA|ES","26224.00","25742.00"
"07/01/2023 11:00 - 07/01/2023 11:15","CTA|ES","26256.00","25659.00"
"07/01/2023 11:15 - 07/01/2023 11:30","CTA|ES","26400.00","25555.00"
"07/01/2023 11:30 - 07/01/2023 11:45","CTA|ES","26140.00","25468.00"
"07/01/2023 11:45 - 07/01/2023 12:00","CTA|ES","26112.00","25409.00"
"07/01/2023 12:00 - 07/01/2023 12:15","CTA|ES","26132.00","25311.00"
"07/01/2023 12:15 - 07/01/2023 12:30","CTA|ES","26292.00","25322.00"
"07/01/2023 12:30 - 07/01/2023 12:45","CTA|ES","26304.00","25371.00"
"07/01/2023 12:45 - 07/01/2023 13:00","CTA|ES","26404.00","25443.00"
"07/01/2023 13:00 - 07/01/2023 13:15","CTA|ES","26528.00","25564.00"
"07/01/2023 13:15 - 07/01/2023 13:30","CTA|ES","26828.00","25625.00"
"07/01/2023 13:30 - 07/01/2023 13:45","CTA|ES","27016.00","25652.00"
"07/01/2023 13:45 - 07/01/2023 14:00","CTA|ES","27296.00","25635.00"
"07/01/2023 14:00 - 07/01/2023 14:15","CTA|ES","27268.00","25688.00"
"07/01/2023 14:15 - 07/01/2023 14:30","CTA|ES","27356.00","25544.00"
"07/01/2023 14:30 - 07/01/2023 14:45","CTA|ES","27044.00","25330.00"
"07/01/2023 14:45 - 07/01/2023 15:00","CTA|ES","26856.00","25082.00"
"07/01/2023 15:00 - 07/01/2023 15:15","CTA|ES","26492.00","24714.00"
"07/01/2023 15:15 - 07/01/2023 15:30","CTA|ES","26280.00","24539.00"
"07/01/2023 15:30 - 07/01/2023 15:45","CTA|ES","26144.00","24457.00"
