"MTU (CET/CEST)","Area","Actual Total Load (MW)","Day-ahead Total Load Forecast (MW)"
"26/10/2022 08:00 - 26/10/2022 09:00","CTA|ES","28573.00","28528.75"
"26/10/2022 09:00 - 26/10/2022 10:00","CTA|ES","28838.00","28722.75"
"26/10/2022 10:00 - 26/10/2022 11:00","CTA|ES","28874.00","28876.00"
"26/10/2022 11:00 - 26/10/2022 12:00","CTA|ES","28864.00","28943.75"
"26/10/2022 12:00 - 26/10/2022 13:00","CTA|ES","29049.00","29209.50"
"26/10/2022 13:00 - 26/10/2022 14:00","CTA|ES","29073.00","29326.00"
"26/10/2022 14:00 - 26/10/2022 15:00","CTA|ES","28560.00","28807.25"
"26/10/2022 15:00 - 26/10/2022 16:00","CTA|ES","28084.00","28277.75"
"26/10/2022 16:00 - 26/10/2022 17:00","CTA|ES","28083.00","28093.25"
"26/10/2022 17:00 - 26/10/2022 18:00","CTA|ES","28088.00","28206.25"
"26/10/2022 18:00 - 26/10/2022 19:00","CTA|ES","28008.00","28249.50"
"26/10/2022 19:00 - 26/10/2022 20:00","CTA|ES","29679.00","29527.00"
"26/10/2022 20:00 - 26/10/2022 21:00","CTA|ES","30801.00","30840.50"
"26/10/2022 21:00 - 26/10/2022 22:00","CTA|ES","29390.00","29496.00"
"26/10/2022 22:00 - 26/10/2022 23:00","CTA|ES","26357.00","26512.75"
"26/10/2022 23:00 - 27/10/2022 00:00","CTA|ES","24158.00","24301.50"
"27/10/2022 00:00 - 27/10/2022 01:00","CTA|ES","22905.00","23154.50"
"27/10/2022 01:00 - 27/10/2022 02:00","CTA|ES","21870.00","22076.25"
"27/10/2022 02:00 - 27/10/2022 03:00","CTA|ES","21224.00","21279.25"
"27/10/2022 03:00 - 27/10/2022 04:00","CTA|ES","20836.00","20918.75"
"27/10/2022 04:00 - 27/10/2022 05:00","CTA|ES","20659.00","20886.00"
"27/10/2022 05:00 - 27/10/2022 06:00","CTA|ES","21134.00","21420.00"
"27/10/2022 06:00 - 27/10/2022 07:00","CTA|ES","23449.00","23593.00"
"27/10/2022 07:00 - 27/10/2022 08:00","CTA|ES","26735.00","26800.50"
"27/10/2022 08:00 - 27/10/2022 09:00","CTA|ES","28382.00","28438.75"
"27/10/2022 09:00 - 27/10/2022 10:00","CTA|ES","28621.00","28749.50"
"27/10/2022 10:00 - 27/10/2022 11:00","CTA|ES","28505.00","28916.00"
"27/10/2022 11:00 - 27/10/2022 12:00","CTA|ES","28433.00","29036.25"
"27/10/2022 12:00 - 27/10/2022 13:00","CTA|ES","28528.00","29306.25"
"27/10/2022 13:00 - 27/10/2022 14:00","CTA|ES","28707.00","29417.75"
"27/10/2022 14:00 - 27/10/2022 15:00","CTA|ES","28328.00","28996.50"
"27/10/2022 15:00 - 27/10/2022 16:00","CTA|ES","27735.00","28441.75"
"27/10/2022 16:00 - 27/10/2022 17:00","CTA|ES","27846.00","28334.25"
"27/10/2022 17:00 - 27/10/2022 18:00","CTA|ES","27891.00","28458.00"
"27/10/2022 18:00 - 27/10/2022 19:00","CTA|ES","27872.00","28527.50"
"27/10/2022 19:00 - 27/10/2022 20:00","CTA|ES","29273.00","29860.50"
"27/10/2022 20:00 - 27/10/2022 21:00","CTA|ES","30441.00","31111.50"
"27/10/2022 21:00 - 27/10/2022 22:00","CTA|ES","29347.00","29543.50"
"27/10/2022 22:00 - 27/10/2022 23:00","CTA|ES","26436.00","26531.75"
"27/10/2022 23:00 - 28/10/2022 00:00","CTA|ES","24110.00","24303.75"
"28/10/2022 00:00 - 28/10/2022 01:00","CTA|ES","22833.00","23008.75"
"28/10/2022 01:00 - 28/10/2022 02:00","CTA|ES","21753.00","22000.75"
"28/10/2022 02:00 - 28/10/2022 03:00","CTA|ES","21046.00","21299.50"
"28/10/2022 03:00 - 28/10/2022 04:00","CTA|ES","20738.00","20872.50"
"28/10/2022 04:00 - 28/10/2022 05:00","CTA|ES","20523.00","20754.25"
"28/10/2022 05:00 - 28/10/2022 06:00","CTA|ES","21094.00","21220.25"
"28/10/2022 06:00 - 28/10/2022 07:00","CTA|ES","23396.00","23451.25"
"28/10/2022 07:00 - 28/10/2022 08:00","CTA|ES","26601.00","26750.75"
"28/10/2022 08:00 - 28/10/2022 09:00","CTA|ES","28206.00","28366.00"
"28/10/2022 09:00 - 28/10/2022 10:00","CTA|ES","28226.00","28488.25"
"28/10/2022 10:00 - 28/10/2022 11:00","CTA|ES","28183.00","28486.25"
"28/10/2022 11:00 - 28/10/2022 12:00","CTA|ES","28275.00","28414.50"
"28/10/2022 12:00 - 28/10/2022 13:00","CTA|ES","28376.00","28603.75"
"28/10/2022 13:00 - 28/10/2022 14:00","CTA|ES","28455.00","28621.25"
"28/10/2022 14:00 - 28/10/2022 15:00","CTA|ES","28006.00","28122.00"
"28/10/2022 15:00 - 28/10/2022 16:00","CTA|ES","27348.00","27420.50"
"28/10/2022 16:00 - 28/10/2022 17:00","CTA|ES","27123.00","27206.75"
"28/10/2022 17:00 - 28/10/2022 18:00","CTA|ES","27103.00","27231.25"
"28/10/2022 18:00 - 28/10/2022 19:00","CTA|ES","27013.00","27179.75"
"28/10/2022 19:00 - 28/10/2022 20:00","CTA|ES","28312.00","28375.25"
"28/10/2022 20:00 - 28/10/2022 21:00","CTA|ES","29003.00","29393.50"
"28/10/2022 21:00 - 28/10/2022 22:00","CTA|ES","27880.00","28192.50"
"28/10/2022 22:00 - 28/10/2022 23:00","CTA|ES","25287.00","25452.75"
"28/10/2022 23:00 - 29/10/2022 00:00","CTA|ES","23438.00","23527.25"
"29/10/2022 00:00 - 29/10/2022 01:00","CTA|ES","22277.00","22302.50"
"29/10/2022 01:00 - 29/10/2022 02:00","CTA|ES","21090.00","21246.50"
"29/10/2022 02:00 - 29/10/2022 03:00","CTA|ES","20263.00","20399.50"
"29/10/2022 03:00 - 29/10/2022 04:00","CTA|ES","19734.00","19905.25"
"29/10/2022 04:00 - 29/10/2022 05:00","CTA|ES","19492.00","19540.25"
"29/10/2022 05:00 - 29/10/2022 06:00","CTA|ES","19324.00","19481.50"
"29/10/2022 06:00 - 29/10/2022 07:00","CTA|ES","20030.00","20105.75"
"29/10/2022 07:00 - 29/10/2022 08:00","CTA|ES","21065.00","21208.25"
"29/10/2022 08:00 - 29/10/2022 09:00","CTA|ES","22362.00","22247.50"
"29/10/2022 09:00 - 29/10/2022 10:00","CTA|ES","23375.00","23562.50"
"29/10/2022 10:00 - 29/10/2022 11:00","CTA|ES","24230.00","24368.00"
"29/10/2022 11:00 - 29/10/2022 12:00","CTA|ES","24263.00","24349.75"
"29/10/2022 12:00 - 29/10/2022 13:00","CTA|ES","24099.00","24398.50"
"29/10/2022 13:00 - 29/10/2022 14:00","CTA|ES","24484.00","24557.25"
"29/10/2022 14:00 - 29/10/2022 15:00","CTA|ES","24095.00","24161.25"
"29/10/2022 15:00 - 29/10/2022 16:00","CTA|ES","23030.00","23177.75"
"29/10/2022 16:00 - 29/10/2022 17:00","CTA|ES","22588.00","22636.75"
"29/10/2022 17:00 - 29/10/2022 18:00","CTA|ES","22523.00","22702.25"
"29/10/2022 18:00 - 29/10/2022 19:00","CTA|ES","22846.00","23047.00"
"29/10/2022 19:00 - 29/10/2022 20:00","CTA|ES","24369.00","24224.50"
"29/10/2022 20:00 - 29/10/2022 21:00","CTA|ES","25286.00","25476.00"
"29/10/2022 21:00 - 29/10/2022 22:00","CTA|ES","24980.00","25040.00"
"29/10/2022 22:00 - 29/10/2022 23:00","CTA|ES","23144.00","23240.25"
"29/10/2022 23:00 - 30/10/2022 00:00","CTA|ES","21604.00","21584.50"
"30/10/2022 00:00 - 30/10/2022 01:00","CTA|ES","20514.00","20272.75"
"30/10/2022 01:00 - 30/10/2022 02:00 (CEST)","CTA|ES","19351.00","18254.50"
"30/10/2022 02:00 (CEST) - 30/10/2022 02:00 (CET)","CTA|ES","18618.00","N/A"
"30/10/2022 02:00 (CET) - 30/10/2022 03:00","CTA|ES","18237.00","18128.00"
"30/10/2022 03:00 - 30/10/2022 04:00","CTA|ES","17870.00","17754.75"
"30/10/2022 04:00 - 30/10/2022 05:00","CTA|ES","17698.00","17658.75"
"30/10/2022 05:00 - 30/10/2022 06:00","CTA|ES","17813.00","17646.00"
"30/10/2022 06:00 - 30/10/2022 07:00","CTA|ES","18295.00","18223.25"
"30/10/2022 07:00 - 30/10/2022 08:00","CTA|ES","18838.00","18590.50"
"30/10/2022 08:00 - 30/10/2022 09:00","CTA|ES","19599.00","19680.00"
"30/10/2022 09:00 - 30/10/2022 10:00","CTA|ES","21015.00","20898.50"
"30/10/2022 10:00 - 30/10/2022 11:00","CTA|ES","21709.00","21578.75"
"30/10/2022 11:00 - 30/10/2022 12:00","CTA|ES","21841.00","21841.75"
"30/10/2022 12:00 - 30/10/2022 13:00","CTA|ES","22054.00","22073.00"
"30/10/2022 13:00 - 30/10/2022 14:00","CTA|ES","22591.00","22391.50"
"30/10/2022 14:00 - 30/10/2022 15:00","CTA|ES","22278.00","22258.25"
"30/10/2022 15:00 - 30/10/2022 16:00","CTA|ES","21378.00","21139.00"
"30/10/2022 16:00 - 30/10/2022 17:00","CTA|ES","20892.00","20630.50"
"30/10/2022 17:00 - 30/10/2022 18:00","CTA|ES","21196.00","20962.75"
"30/10/2022 18:00 - 30/10/2022 19:00","CTA|ES","22875.00","22495.75"
"30/10/2022 19:00 - 30/10/2022 20:00","CTA|ES","23976.00","24331.00"
"30/10/2022 20:00 - 30/10/2022 21:00","CTA|ES","24341.00","24999.50"
"30/10/2022 21:00 - 30/10/2022 22:00","CTA|ES","23867.00","24201.75"
"30/10/2022 22:00 - 30/10/2022 23:00","CTA|ES","22076.00","22587.75"
"30/10/2022 23:00 - 31/10/2022 00:00","CTA|ES","20576.00","21044.00"
"31/10/2022 00:00 - 31/10/2022 01:00","CTA|ES","19484.00","19988.50"
"31/10/2022 01:00 - 31/10/2022 02:00","CTA|ES","18673.00","18965.25"
"31/10/2022 02:00 - 31/10/2022 03:00","CTA|ES","18130.00","18423.00"
"31/10/2022 03:00 - 31/10/2022 04:00","CTA|ES","17758.00","18149.75"
"31/10/2022 04:00 - 31/10/2022 05:00","CTA|ES","17765.00","18184.50"
"31/10/2022 05:00 - 31/10/2022 06:00","CTA|ES","18380.00","18558.50"
"31/10/2022 06:00 - 31/10/2022 07:00","CTA|ES","20296.00","20447.25"
"31/10/2022 07:00 - 31/10/2022 08:00","CTA|ES","22138.00","22468.00"
"31/10/2022 08:00 - 31/10/2022 09:00","CTA|ES","23577.00","23696.75"
"31/10/2022 09:00 - 31/10/2022 10:00","CTA|ES","24810.00","24919.75"
"31/10/2022 10:00 - 31/10/2022 11:00","CTA|ES","25311.00","25142.00"
"31/10/2022 11:00 - 31/10/2022 12:00","CTA|ES","25324.00","25210.00"
"31/10/2022 12:00 - 31/10/2022 13:00","CTA|ES","25762.00","25338.25"
"31/10/2022 13:00 - 31/10/2022 14:00","CTA|ES","26434.00","25893.00"
"31/10/2022 14:00 - 31/10/2022 15:00","CTA|ES","26316.00","25519.50"
"31/10/2022 15:00 - 31/10/2022 16:00","CTA|ES","25373.00","24754.50"
"31/10/2022 16:00 - 31/10/2022 17:00","CTA|ES","25005.00","24574.50"
"31/10/2022 17:00 - 31/10/2022 18:00","CTA|ES","25230.00","24977.50"
"31/10/2022 18:00 - 31/10/2022 19:00","CTA|ES","26225.00","26463.25"
"31/10/2022 19:00 - 31/10/2022 20:00","CTA|ES","26651.00","27630.75"
"31/10/2022 20:00 - 31/10/2022 21:00","CTA|ES","26561.00","27494.50"
"31/10/2022 21:00 - 31/10/2022 22:00","CTA|ES","25522.00","26012.50"
"31/10/2022 22:00 - 31/10/2022 23:00","CTA|ES","23357.00","23607.25"
"31/10/2022 23:00 - 01/11/2022 00:00","CTA|ES","21669.00","22153.00"
"01/11/2022 00:00 - 01/11/2022 01:00","CTA|ES","20693.00","20812.00"
"01/11/2022 01:00 - 01/11/2022 02:00","CTA|ES","19737.00","19857.50"
"01/11/2022 02:00 - 01/11/2022 03:00","CTA|ES","19006.00","19283.25"
"01/11/2022 03:00 - 01/11/2022 04:00","CTA|ES","18593.00","18505.50"
"01/11/2022 04:00 - 01/11/2022 05:00","CTA|ES","18416.00","18319.75"
"01/11/2022 05:00 - 01/11/2022 06:00","CTA|ES","18409.00","18504.50"
"01/11/2022 06:00 - 01/11/2022 07:00","CTA|ES","18792.00","19270.25"
"01/11/2022 07:00 - 01/11/2022 08:00","CTA|ES","19323.00","19668.00"
"01/11/2022 08:00 - 01/11/2022 09:00","CTA|ES","19638.00","20159.25"
"01/11/2022 09:00 - 01/11/2022 10:00","CTA|ES","20765.00","21224.00"
"01/11/2022 10:00 - 01/11/2022 11:00","CTA|ES","21412.00","21858.25"
"01/11/2022 11:00 - 01/11/2022 12:00","CTA|ES","21612.00","22142.00"
"01/11/2022 12:00 - 01/11/2022 13:00","CTA|ES","21652.00","22291.75"
"01/11/2022 13:00 - 01/11/2022 14:00","CTA|ES","22326.00","22811.75"
"01/11/2022 14:00 - 01/11/2022 15:00","CTA|ES","22250.00","22921.75"
"01/11/2022 15:00 - 01/11/2022 16:00","CTA|ES","21389.00","22037.75"
"01/11/2022 16:00 - 01/11/2022 17:00","CTA|ES","21061.00","21476.75"
"01/11/2022 17:00 - 01/11/2022 18:00","CTA|ES","21331.00","21613.75"
"01/11/2022 18:00 - 01/11/2022 19:00","CTA|ES","23235.00","23478.00"
"01/11/2022 19:00 - 01/11/2022 20:00","CTA|ES","24625.00","24323.75"
"01/11/2022 20:00 - 01/11/2022 21:00","CTA|ES","25060.00","24927.00"
"01/11/2022 21:00 - 01/11/2022 22:00","CTA|ES","24550.00","24458.25"
"01/11/2022 22:00 - 01/11/2022 23:00","CTA|ES","22976.00","23032.75"
"01/11/2022 23:00 - 02/11/2022 00:00","CTA|ES","21436.00","21394.75"
"02/11/2022 00:00 - 02/11/2022 01:00","CTA|ES","20471.00","20146.25"
"02/11/2022 01:00 - 02/11/2022 02:00","CTA|ES","19571.00","19164.00"
"02/11/2022 02:00 - 02/11/2022 03:00","CTA|ES","18995.00","18633.75"
"02/11/2022 03:00 - 02/11/2022 04:00","CTA|ES","18774.00","18496.25"
"02/11/2022 04:00 - 02/11/2022 05:00","CTA|ES","18909.00","18544.50"
"02/11/2022 05:00 - 02/11/2022 06:00","CTA|ES","19637.00","19291.25"
"02/11/2022 06:00 - 02/11/2022 07:00","CTA|ES","22436.00","21692.50"
"02/11/2022 07:00 - 02/11/2022 08:00","CTA|ES","25521.00","24609.25"
"02/11/2022 08:00 - 02/11/2022 09:00","CTA|ES","26826.00","26423.00"
"02/11/2022 09:00 - 02/11/2022 10:00","CTA|ES","26774.00","27515.00"
"02/11/2022 10:00 - 02/11/2022 11:00","CTA|ES","26592.00","27596.00"
"02/11/2022 11:00 - 02/11/2022 12:00","CTA|ES","26596.00","27692.25"
"02/11/2022 12:00 - 02/11/2022 13:00","CTA|ES","27257.00","27865.50"
"02/11/2022 13:00 - 02/11/2022 14:00","CTA|ES","27507.00","28097.25"
"02/11/2022 14:00 - 02/11/2022 15:00","CTA|ES","27626.00","27576.00"
"02/11/2022 15:00 - 02/11/2022 16:00","CTA|ES","27309.00","26993.50"
"02/11/2022 16:00 - 02/11/2022 17:00","CTA|ES","27292.00","26838.25"
"02/11/2022 17:00 - 02/11/2022 18:00","CTA|ES","27306.00","27167.25"
"02/11/2022 18:00 - 02/11/2022 19:00","CTA|ES","28611.00","28497.75"
"02/11/2022 19:00 - 02/11/2022 20:00","CTA|ES","29491.00","29718.50"
"02/11/2022 20:00 - 02/11/2022 21:00","CTA|ES","29728.00","29635.50"
"02/11/2022 21:00 - 02/11/2022 22:00","CTA|ES","28535.00","28138.25"
"02/11/2022 22:00 - 02/11/2022 23:00","CTA|ES","25771.00","25415.75"
"02/11/2022 23:00 - 03/11/2022 00:00","CTA|ES","23600.00","22917.00"
"03/11/2022 00:00 - 03/11/2022 01:00","CTA|ES","22507.00","22394.75"
"03/11/2022 01:00 - 03/11/2022 02:00","CTA|ES","21519.00","21299.75"
"03/11/2022 02:00 - 03/11/2022 03:00","CTA|ES","20949.00","20631.75"
"03/11/2022 03:00 - 03/11/2022 04:00","CTA|ES","20592.00","20437.00"
"03/11/2022 04:00 - 03/11/2022 05:00","CTA|ES","20505.00","20422.75"
"03/11/2022 05:00 - 03/11/2022 06:00","CTA|ES","21027.00","20936.00"
"03/11/2022 06:00 - 03/11/2022 07:00","CTA|ES","23372.00","23262.25"
"03/11/2022 07:00 - 03/11/2022 08:00","CTA|ES","26301.00","26193.50"
"03/11/2022 08:00 - 03/11/2022 09:00","CTA|ES","27511.00","27327.50"
"03/11/2022 09:00 - 03/11/2022 10:00","CTA|ES","27965.00","27625.00"
"03/11/2022 10:00 - 03/11/2022 11:00","CTA|ES","27972.00","27575.25"
"03/11/2022 11:00 - 03/11/2022 12:00","CTA|ES","28141.00","27594.50"
"03/11/2022 12:00 - 03/11/2022 13:00","CTA|ES","28484.00","27883.25"
"03/11/2022 13:00 - 03/11/2022 14:00","CTA|ES","28622.00","28103.50"
"03/11/2022 14:00 - 03/11/2022 15:00","CTA|ES","28224.00","27837.00"
"03/11/2022 15:00 - 03/11/2022 16:00","CTA|ES","27548.00","27355.00"
"03/11/2022 16:00 - 03/11/2022 17:00","CTA|ES","27314.00","27338.25"
"03/11/2022 17:00 - 03/11/2022 18:00","CTA|ES","27564.00","27605.25"
"03/11/2022 18:00 - 03/11/2022 19:00","CTA|ES","28785.00","28808.50"
"03/11/2022 19:00 - 03/11/2022 20:00","CTA|ES","29527.00","29675.75"
"03/11/2022 20:00 - 03/11/2022 21:00","CTA|ES","29657.00","29828.50"
"03/11/2022 21:00 - 03/11/2022 22:00","CTA|ES","28513.00","28567.50"
"03/11/2022 22:00 - 03/11/2022 23:00","CTA|ES","25866.00","25891.75"
"03/11/2022 23:00 - 04/11/2022 00:00","CTA|ES","23689.00","23613.00"
"04/11/2022 00:00 - 04/11/2022 01:00","CTA|ES","22786.00","22507.25"
"04/11/2022 01:00 - 04/11/2022 02:00","CTA|ES","21665.00","21456.75"
"04/11/2022 02:00 - 04/11/2022 03:00","CTA|ES","20885.00","20748.00"
"04/11/2022 03:00 - 04/11/2022 04:00","CTA|ES","20529.00","20418.00"
"04/11/2022 04:00 - 04/11/2022 05:00","CTA|ES","20576.00","20402.75"
"04/11/2022 05:00 - 04/11/2022 06:00","CTA|ES","21087.00","20970.50"
"04/11/2022 06:00 - 04/11/2022 07:00","CTA|ES","23506.00","23187.75"
"04/11/2022 07:00 - 04/11/2022 08:00","CTA|ES","26365.00","25979.50"
"04/11/2022 08:00 - 04/11/2022 09:00","CTA|ES","27655.00","27260.25"
"04/11/2022 09:00 - 04/11/2022 10:00","CTA|ES","27928.00","27771.75"
"04/11/2022 10:00 - 04/11/2022 11:00","CTA|ES","27934.00","27899.50"
"04/11/2022 11:00 - 04/11/2022 12:00","CTA|ES","28001.00","28027.50"
"04/11/2022 12:00 - 04/11/2022 13:00","CTA|ES","28288.00","28282.00"
"04/11/2022 13:00 - 04/11/2022 14:00","CTA|ES","28283.00","28370.25"
"04/11/2022 14:00 - 04/11/2022 15:00","CTA|ES","27856.00","27846.50"
"04/11/2022 15:00 - 04/11/2022 16:00","CTA|ES","27343.00","27079.50"
"04/11/2022 16:00 - 04/11/2022 17:00","CTA|ES","27104.00","26756.00"
"04/11/2022 17:00 - 04/11/2022 18:00","CTA|ES","27293.00","26945.50"
"04/11/2022 18:00 - 04/11/2022 19:00","CTA|ES","28590.00","28017.25"
"04/11/2022 19:00 - 04/11/2022 20:00","CTA|ES","29181.00","28767.75"
"04/11/2022 20:00 - 04/11/2022 21:00","CTA|ES","29127.00","28632.50"
"04/11/2022 21:00 - 04/11/2022 22:00","CTA|ES","28051.00","27565.25"
"04/11/2022 22:00 - 04/11/2022 23:00","CTA|ES","25619.00","25235.00"
"04/11/2022 23:00 - 05/11/2022 00:00","CTA|ES","23616.00","23177.75"
"05/11/2022 00:00 - 05/11/2022 01:00","CTA|ES","22445.00","22703.75"
"05/11/2022 01:00 - 05/11/2022 02:00","CTA|ES","21283.00","21513.50"
"05/11/2022 02:00 - 05/11/2022 03:00","CTA|ES","20393.00","20518.50"
"05/11/2022 03:00 - 05/11/2022 04:00","CTA|ES","19912.00","20011.25"
"05/11/2022 04:00 - 05/11/2022 05:00","CTA|ES","19654.00","19788.25"
"05/11/2022 05:00 - 05/11/2022 06:00","CTA|ES","19582.00","19664.75"
"05/11/2022 06:00 - 05/11/2022 07:00","CTA|ES","20045.00","20364.50"
"05/11/2022 07:00 - 05/11/2022 08:00","CTA|ES","20777.00","21240.00"
"05/11/2022 08:00 - 05/11/2022 09:00","CTA|ES","21695.00","22250.50"
"05/11/2022 09:00 - 05/11/2022 10:00","CTA|ES","23066.00","23621.25"
"05/11/2022 10:00 - 05/11/2022 11:00","CTA|ES","23778.00","24360.00"
"05/11/2022 11:00 - 05/11/2022 12:00","CTA|ES","23682.00","24336.00"
"05/11/2022 12:00 - 05/11/2022 13:00","CTA|ES","23752.00","24234.00"
"05/11/2022 13:00 - 05/11/2022 14:00","CTA|ES","24137.00","24404.75"
"05/11/2022 14:00 - 05/11/2022 15:00","CTA|ES","23697.00","24086.25"
"05/11/2022 15:00 - 05/11/2022 16:00","CTA|ES","22856.00","23159.75"
"05/11/2022 16:00 - 05/11/2022 17:00","CTA|ES","22467.00","22708.25"
"05/11/2022 17:00 - 05/11/2022 18:00","CTA|ES","22483.00","23023.00"
"05/11/2022 18:00 - 05/11/2022 19:00","CTA|ES","24259.00","24372.50"
"05/11/2022 19:00 - 05/11/2022 20:00","CTA|ES","25036.00","25513.00"
"05/11/2022 20:00 - 05/11/2022 21:00","CTA|ES","25366.00","25782.00"
"05/11/2022 21:00 - 05/11/2022 22:00","CTA|ES","24959.00","25400.75"
"05/11/2022 22:00 - 05/11/2022 23:00","CTA|ES","23191.00","23659.25"
"05/11/2022 23:00 - 06/11/2022 00:00","CTA|ES","21591.00","21887.25"
"06/11/2022 00:00 - 06/11/2022 01:00","CTA|ES","20374.00","20450.00"
"06/11/2022 01:00 - 06/11/2022 02:00","CTA|ES","19252.00","19271.00"
"06/11/2022 02:00 - 06/11/2022 03:00","CTA|ES","18439.00","18488.25"
"06/11/2022 03:00 - 06/11/2022 04:00","CTA|ES","18046.00","17978.75"
"06/11/2022 04:00 - 06/11/2022 05:00","CTA|ES","17761.00","17756.75"
"06/11/2022 05:00 - 06/11/2022 06:00","CTA|ES","17768.00","17812.75"
"06/11/2022 06:00 - 06/11/2022 07:00","CTA|ES","18200.00","18229.50"
"06/11/2022 07:00 - 06/11/2022 08:00","CTA|ES","18495.00","18641.75"
"06/11/2022 08:00 - 06/11/2022 09:00","CTA|ES","18732.00","19008.75"
"06/11/2022 09:00 - 06/11/2022 10:00","CTA|ES","19932.00","20295.25"
"06/11/2022 10:00 - 06/11/2022 11:00","CTA|ES","21054.00","21186.50"
"06/11/2022 11:00 - 06/11/2022 12:00","CTA|ES","21587.00","21487.25"
"06/11/2022 12:00 - 06/11/2022 13:00","CTA|ES","21706.00","21654.00"
"06/11/2022 13:00 - 06/11/2022 14:00","CTA|ES","22237.00","22226.00"
"06/11/2022 14:00 - 06/11/2022 15:00","CTA|ES","22303.00","22208.00"
"06/11/2022 15:00 - 06/11/2022 16:00","CTA|ES","21514.00","21235.50"
"06/11/2022 16:00 - 06/11/2022 17:00","CTA|ES","20987.00","20777.00"
"06/11/2022 17:00 - 06/11/2022 18:00","CTA|ES","21198.00","21053.50"
"06/11/2022 18:00 - 06/11/2022 19:00","CTA|ES","23225.00","22679.00"
"06/11/2022 19:00 - 06/11/2022 20:00","CTA|ES","24378.00","24046.25"
"06/11/2022 20:00 - 06/11/2022 21:00","CTA|ES","25122.00","25036.00"
"06/11/2022 21:00 - 06/11/2022 22:00","CTA|ES","24744.00","24781.50"
"06/11/2022 22:00 - 06/11/2022 23:00","CTA|ES","23339.00","23359.50"
"06/11/2022 23:00 - 07/11/2022 00:00","CTA|ES","21681.00","21602.50"
"07/11/2022 00:00 - 07/11/2022 01:00","CTA|ES","20333.00","20359.75"
"07/11/2022 01:00 - 07/11/2022 02:00","CTA|ES","19341.00","19400.25"
"07/11/2022 02:00 - 07/11/2022 03:00","CTA|ES","18793.00","18805.75"
"07/11/2022 03:00 - 07/11/2022 04:00","CTA|ES","18574.00","18658.75"
"07/11/2022 04:00 - 07/11/2022 05:00","CTA|ES","18656.00","18702.75"
"07/11/2022 05:00 - 07/11/2022 06:00","CTA|ES","19478.00","19465.25"
"07/11/2022 06:00 - 07/11/2022 07:00","CTA|ES","22366.00","22131.25"
"07/11/2022 07:00 - 07/11/2022 08:00","CTA|ES","25819.00","25339.50"
"07/11/2022 08:00 - 07/11/2022 09:00","CTA|ES","26894.00","26994.50"
"07/11/2022 09:00 - 07/11/2022 10:00","CTA|ES","26982.00","27385.75"
"07/11/2022 10:00 - 07/11/2022 11:00","CTA|ES","27109.00","27536.00"
"07/11/2022 11:00 - 07/11/2022 12:00","CTA|ES","27251.00","27622.00"
"07/11/2022 12:00 - 07/11/2022 13:00","CTA|ES","27444.00","27831.50"
"07/11/2022 13:00 - 07/11/2022 14:00","CTA|ES","27638.00","27991.50"
"07/11/2022 14:00 - 07/11/2022 15:00","CTA|ES","27618.00","27548.75"
"07/11/2022 15:00 - 07/11/2022 16:00","CTA|ES","27115.00","27091.25"
"07/11/2022 16:00 - 07/11/2022 17:00","CTA|ES","27189.00","26941.50"
"07/11/2022 17:00 - 07/11/2022 18:00","CTA|ES","27511.00","27231.50"
"07/11/2022 18:00 - 07/11/2022 19:00","CTA|ES","29015.00","28572.25"
"07/11/2022 19:00 - 07/11/2022 20:00","CTA|ES","29972.00","29496.00"
"07/11/2022 20:00 - 07/11/2022 21:00","CTA|ES","30300.00","29779.25"
"07/11/2022 21:00 - 07/11/2022 22:00","CTA|ES","29135.00","28526.25"
"07/11/2022 22:00 - 07/11/2022 23:00","CTA|ES","26464.00","25887.50"
"07/11/2022 23:00 - 08/11/2022 00:00","CTA|ES","24184.00","23502.50"
"08/11/2022 00:00 - 08/11/2022 01:00","CTA|ES","22915.00","22352.75"
"08/11/2022 01:00 - 08/11/2022 02:00","CTA|ES","21773.00","21337.50"
"08/11/2022 02:00 - 08/11/2022 03:00","CTA|ES","21016.00","20658.75"
"08/11/2022 03:00 - 08/11/2022 04:00","CTA|ES","20706.00","20425.00"
"08/11/2022 04:00 - 08/11/2022 05:00","CTA|ES","20715.00","20428.75"
"08/11/2022 05:00 - 08/11/2022 06:00","CTA|ES","21266.00","21010.00"
"08/11/2022 06:00 - 08/11/2022 07:00","CTA|ES","23692.00","23417.25"
"08/11/2022 07:00 - 08/11/2022 08:00","CTA|ES","26918.00","26539.50"
"08/11/2022 08:00 - 08/11/2022 09:00","CTA|ES","28005.00","27531.25"
"08/11/2022 09:00 - 08/11/2022 10:00","CTA|ES","28401.00","27782.25"
"08/11/2022 10:00 - 08/11/2022 11:00","CTA|ES","28414.00","27862.75"
"08/11/2022 11:00 - 08/11/2022 12:00","CTA|ES","28479.00","27947.00"
"08/11/2022 12:00 - 08/11/2022 13:00","CTA|ES","28910.00","28114.00"
"08/11/2022 13:00 - 08/11/2022 14:00","CTA|ES","29253.00","28314.25"
"08/11/2022 14:00 - 08/11/2022 15:00","CTA|ES","28939.00","27949.25"
"08/11/2022 15:00 - 08/11/2022 16:00","CTA|ES","28364.00","27444.75"
"08/11/2022 16:00 - 08/11/2022 17:00","CTA|ES","28139.00","27381.00"
"08/11/2022 17:00 - 08/11/2022 18:00","CTA|ES","28343.00","27734.75"
"08/11/2022 18:00 - 08/11/2022 19:00","CTA|ES","29612.00","29103.75"
