"MTU (CET/CEST)","Area","Actual Total Load (MW)","Day-ahead Total Load Forecast (MW)"
"17/04/2022 00:00 - 17/04/2022 01:00","CTA|ES","20774.00","21046.00"
"17/04/2022 01:00 - 17/04/2022 02:00","CTA|ES","19466.00","19781.00"
"17/04/2022 02:00 - 17/04/2022 03:00","CTA|ES","18602.00","18820.00"
"17/04/2022 03:00 - 17/04/2022 04:00","CTA|ES","17964.00","18246.00"
"17/04/2022 04:00 - 17/04/2022 05:00","CTA|ES","17614.00","17945.00"
"17/04/2022 05:00 - 17/04/2022 06:00","CTA|ES","17694.00","17882.00"
"17/04/2022 06:00 - 17/04/2022 07:00","CTA|ES","18065.00","18190.00"
"17/04/2022 07:00 - 17/04/2022 08:00","CTA|ES","18054.00","18279.00"
"17/04/2022 08:00 - 17/04/2022 09:00","CTA|ES","18581.00","18765.00"
"17/04/2022 09:00 - 17/04/2022 10:00","CTA|ES","19958.00","20341.00"
"17/04/2022 10:00 - 17/04/2022 11:00","CTA|ES","21170.00","21551.00"
"17/04/2022 11:00 - 17/04/2022 12:00","CTA|ES","21671.00","22180.00"
"17/04/2022 12:00 - 17/04/2022 13:00","CTA|ES","21633.00","22294.00"
"17/04/2022 13:00 - 17/04/2022 14:00","CTA|ES","21821.00","22484.00"
"17/04/2022 14:00 - 17/04/2022 15:00","CTA|ES","21793.00","22306.00"
"17/04/2022 15:00 - 17/04/2022 16:00","CTA|ES","20822.00","21205.00"
"17/04/2022 16:00 - 17/04/2022 17:00","CTA|ES","20236.00","20688.00"
"17/04/2022 17:00 - 17/04/2022 18:00","CTA|ES","20290.00","20419.00"
"17/04/2022 18:00 - 17/04/2022 19:00","CTA|ES","20379.00","20693.00"
"17/04/2022 19:00 - 17/04/2022 20:00","CTA|ES","21115.00","21284.00"
"17/04/2022 20:00 - 17/04/2022 21:00","CTA|ES","22589.00","22886.00"
"17/04/2022 21:00 - 17/04/2022 22:00","CTA|ES","24480.00","24891.00"
"17/04/2022 22:00 - 17/04/2022 23:00","CTA|ES","23465.00","23725.00"
"17/04/2022 23:00 - 18/04/2022 00:00","CTA|ES","21812.00","22075.00"
"18/04/2022 00:00 - 18/04/2022 01:00","CTA|ES","20353.00","20500.00"
"18/04/2022 01:00 - 18/04/2022 02:00","CTA|ES","19138.00","19315.00"
"18/04/2022 02:00 - 18/04/2022 03:00","CTA|ES","18178.00","18517.00"
"18/04/2022 03:00 - 18/04/2022 04:00","CTA|ES","17688.00","18083.00"
"18/04/2022 04:00 - 18/04/2022 05:00","CTA|ES","17810.00","17942.00"
"18/04/2022 05:00 - 18/04/2022 06:00","CTA|ES","18189.00","18309.00"
"18/04/2022 06:00 - 18/04/2022 07:00","CTA|ES","19537.00","19793.00"
"18/04/2022 07:00 - 18/04/2022 08:00","CTA|ES","21143.00","21398.00"
"18/04/2022 08:00 - 18/04/2022 09:00","CTA|ES","22543.00","22573.00"
"18/04/2022 09:00 - 18/04/2022 10:00","CTA|ES","23684.00","23831.00"
"18/04/2022 10:00 - 18/04/2022 11:00","CTA|ES","24123.00","24606.00"
"18/04/2022 11:00 - 18/04/2022 12:00","CTA|ES","24423.00","24970.00"
"18/04/2022 12:00 - 18/04/2022 13:00","CTA|ES","24431.00","25075.00"
"18/04/2022 13:00 - 18/04/2022 14:00","CTA|ES","24785.00","25269.00"
"18/04/2022 14:00 - 18/04/2022 15:00","CTA|ES","24500.00","24878.00"
"18/04/2022 15:00 - 18/04/2022 16:00","CTA|ES","23555.00","23867.00"
"18/04/2022 16:00 - 18/04/2022 17:00","CTA|ES","23084.00","23390.00"
"18/04/2022 17:00 - 18/04/2022 18:00","CTA|ES","22965.00","23318.00"
"18/04/2022 18:00 - 18/04/2022 19:00","CTA|ES","23285.00","23315.00"
"18/04/2022 19:00 - 18/04/2022 20:00","CTA|ES","23734.00","23911.00"
"18/04/2022 20:00 - 18/04/2022 21:00","CTA|ES","25359.00","25286.00"
"18/04/2022 21:00 - 18/04/2022 22:00","CTA|ES","27179.00","26860.00"
"18/04/2022 22:00 - 18/04/2022 23:00","CTA|ES","25406.00","25134.00"
"18/04/2022 23:00 - 19/04/2022 00:00","CTA|ES","23086.00","22991.00"
"19/04/2022 00:00 - 19/04/2022 01:00","CTA|ES","21714.00","21725.00"
"19/04/2022 01:00 - 19/04/2022 02:00","CTA|ES","20530.00","20526.00"
"19/04/2022 02:00 - 19/04/2022 03:00","CTA|ES","19787.00","19705.00"
"19/04/2022 03:00 - 19/04/2022 04:00","CTA|ES","19495.00","19290.00"
"19/04/2022 04:00 - 19/04/2022 05:00","CTA|ES","19538.00","19371.00"
"19/04/2022 05:00 - 19/04/2022 06:00","CTA|ES","20226.00","20049.00"
"19/04/2022 06:00 - 19/04/2022 07:00","CTA|ES","22660.00","22477.00"
"19/04/2022 07:00 - 19/04/2022 08:00","CTA|ES","25273.00","25452.00"
"19/04/2022 08:00 - 19/04/2022 09:00","CTA|ES","27088.00","27567.00"
"19/04/2022 09:00 - 19/04/2022 10:00","CTA|ES","28106.00","28564.00"
"19/04/2022 10:00 - 19/04/2022 11:00","CTA|ES","28351.00","28980.00"
"19/04/2022 11:00 - 19/04/2022 12:00","CTA|ES","28521.00","29233.00"
"19/04/2022 12:00 - 19/04/2022 13:00","CTA|ES","28561.00","29492.00"
"19/04/2022 13:00 - 19/04/2022 14:00","CTA|ES","28830.00","29468.00"
"19/04/2022 14:00 - 19/04/2022 15:00","CTA|ES","28432.00","28764.00"
"19/04/2022 15:00 - 19/04/2022 16:00","CTA|ES","27530.00","27890.00"
"19/04/2022 16:00 - 19/04/2022 17:00","CTA|ES","27163.00","27620.00"
"19/04/2022 17:00 - 19/04/2022 18:00","CTA|ES","26957.00","27547.00"
"19/04/2022 18:00 - 19/04/2022 19:00","CTA|ES","26764.00","27441.00"
"19/04/2022 19:00 - 19/04/2022 20:00","CTA|ES","27274.00","27590.00"
"19/04/2022 20:00 - 19/04/2022 21:00","CTA|ES","28540.00","28865.00"
"19/04/2022 21:00 - 19/04/2022 22:00","CTA|ES","29428.00","29958.00"
"19/04/2022 22:00 - 19/04/2022 23:00","CTA|ES","27260.00","27445.00"
"19/04/2022 23:00 - 20/04/2022 00:00","CTA|ES","24753.00","25043.00"
"20/04/2022 00:00 - 20/04/2022 01:00","CTA|ES","23352.00","23494.00"
"20/04/2022 01:00 - 20/04/2022 02:00","CTA|ES","22057.00","22256.00"
"20/04/2022 02:00 - 20/04/2022 03:00","CTA|ES","21301.00","21432.00"
"20/04/2022 03:00 - 20/04/2022 04:00","CTA|ES","20897.00","20999.00"
"20/04/2022 04:00 - 20/04/2022 05:00","CTA|ES","20935.00","20986.00"
"20/04/2022 05:00 - 20/04/2022 06:00","CTA|ES","21526.00","21524.00"
"20/04/2022 06:00 - 20/04/2022 07:00","CTA|ES","23738.00","23677.00"
"20/04/2022 07:00 - 20/04/2022 08:00","CTA|ES","26500.00","26358.00"
"20/04/2022 08:00 - 20/04/2022 09:00","CTA|ES","28473.00","28279.00"
"20/04/2022 09:00 - 20/04/2022 10:00","CTA|ES","29814.00","29293.00"
"20/04/2022 10:00 - 20/04/2022 11:00","CTA|ES","30385.00","29736.00"
"20/04/2022 11:00 - 20/04/2022 12:00","CTA|ES","30798.00","29836.00"
"20/04/2022 12:00 - 20/04/2022 13:00","CTA|ES","31074.00","29990.00"
"20/04/2022 13:00 - 20/04/2022 14:00","CTA|ES","31131.00","30097.00"
"20/04/2022 14:00 - 20/04/2022 15:00","CTA|ES","30390.00","29548.00"
"20/04/2022 15:00 - 20/04/2022 16:00","CTA|ES","29468.00","28645.00"
"20/04/2022 16:00 - 20/04/2022 17:00","CTA|ES","28959.00","28210.00"
"20/04/2022 17:00 - 20/04/2022 18:00","CTA|ES","28658.00","27965.00"
"20/04/2022 18:00 - 20/04/2022 19:00","CTA|ES","28294.00","27632.00"
"20/04/2022 19:00 - 20/04/2022 20:00","CTA|ES","28856.00","28014.00"
"20/04/2022 20:00 - 20/04/2022 21:00","CTA|ES","29929.00","29064.00"
"20/04/2022 21:00 - 20/04/2022 22:00","CTA|ES","30822.00","30092.00"
"20/04/2022 22:00 - 20/04/2022 23:00","CTA|ES","28654.00","27890.00"
"20/04/2022 23:00 - 21/04/2022 00:00","CTA|ES","26033.00","25508.00"
"21/04/2022 00:00 - 21/04/2022 01:00","CTA|ES","24310.00","23999.00"
"21/04/2022 01:00 - 21/04/2022 02:00","CTA|ES","22869.00","22698.00"
"21/04/2022 02:00 - 21/04/2022 03:00","CTA|ES","22130.00","21735.00"
"21/04/2022 03:00 - 21/04/2022 04:00","CTA|ES","21627.00","21534.00"
"21/04/2022 04:00 - 21/04/2022 05:00","CTA|ES","21668.00","21529.00"
"21/04/2022 05:00 - 21/04/2022 06:00","CTA|ES","22285.00","22029.00"
"21/04/2022 06:00 - 21/04/2022 07:00","CTA|ES","24586.00","24197.00"
"21/04/2022 07:00 - 21/04/2022 08:00","CTA|ES","27333.00","26941.00"
"21/04/2022 08:00 - 21/04/2022 09:00","CTA|ES","29281.00","29038.00"
"21/04/2022 09:00 - 21/04/2022 10:00","CTA|ES","30193.00","30092.00"
"21/04/2022 10:00 - 21/04/2022 11:00","CTA|ES","30487.00","30398.00"
"21/04/2022 11:00 - 21/04/2022 12:00","CTA|ES","30436.00","30367.00"
"21/04/2022 12:00 - 21/04/2022 13:00","CTA|ES","30538.00","30363.00"
"21/04/2022 13:00 - 21/04/2022 14:00","CTA|ES","30303.00","30323.00"
"21/04/2022 14:00 - 21/04/2022 15:00","CTA|ES","29818.00","29628.00"
"21/04/2022 15:00 - 21/04/2022 16:00","CTA|ES","29083.00","28844.00"
"21/04/2022 16:00 - 21/04/2022 17:00","CTA|ES","28586.00","28436.00"
"21/04/2022 17:00 - 21/04/2022 18:00","CTA|ES","28157.00","28234.00"
"21/04/2022 18:00 - 21/04/2022 19:00","CTA|ES","27702.00","27995.00"
"21/04/2022 19:00 - 21/04/2022 20:00","CTA|ES","27958.00","28447.00"
"21/04/2022 20:00 - 21/04/2022 21:00","CTA|ES","29377.00","29450.00"
"21/04/2022 21:00 - 21/04/2022 22:00","CTA|ES","30769.00","30720.00"
"21/04/2022 22:00 - 21/04/2022 23:00","CTA|ES","28708.00","28580.00"
"21/04/2022 23:00 - 22/04/2022 00:00","CTA|ES","26220.00","25970.00"
"22/04/2022 00:00 - 22/04/2022 01:00","CTA|ES","24402.00","24436.00"
"22/04/2022 01:00 - 22/04/2022 02:00","CTA|ES","22976.00","23054.00"
"22/04/2022 02:00 - 22/04/2022 03:00","CTA|ES","22016.00","22166.00"
"22/04/2022 03:00 - 22/04/2022 04:00","CTA|ES","21445.00","21683.00"
"22/04/2022 04:00 - 22/04/2022 05:00","CTA|ES","21498.00","21655.00"
"22/04/2022 05:00 - 22/04/2022 06:00","CTA|ES","22126.00","22264.00"
"22/04/2022 06:00 - 22/04/2022 07:00","CTA|ES","24456.00","24474.00"
"22/04/2022 07:00 - 22/04/2022 08:00","CTA|ES","27333.00","27247.00"
"22/04/2022 08:00 - 22/04/2022 09:00","CTA|ES","29288.00","29269.00"
"22/04/2022 09:00 - 22/04/2022 10:00","CTA|ES","30107.00","30213.00"
"22/04/2022 10:00 - 22/04/2022 11:00","CTA|ES","30367.00","30640.00"
"22/04/2022 11:00 - 22/04/2022 12:00","CTA|ES","30335.00","30617.00"
"22/04/2022 12:00 - 22/04/2022 13:00","CTA|ES","30795.00","30649.00"
"22/04/2022 13:00 - 22/04/2022 14:00","CTA|ES","30835.00","30490.00"
"22/04/2022 14:00 - 22/04/2022 15:00","CTA|ES","30221.00","29866.00"
"22/04/2022 15:00 - 22/04/2022 16:00","CTA|ES","29166.00","28903.00"
"22/04/2022 16:00 - 22/04/2022 17:00","CTA|ES","28699.00","28414.00"
"22/04/2022 17:00 - 22/04/2022 18:00","CTA|ES","28378.00","28051.00"
"22/04/2022 18:00 - 22/04/2022 19:00","CTA|ES","28037.00","27580.00"
"22/04/2022 19:00 - 22/04/2022 20:00","CTA|ES","28416.00","27852.00"
"22/04/2022 20:00 - 22/04/2022 21:00","CTA|ES","29413.00","28706.00"
"22/04/2022 21:00 - 22/04/2022 22:00","CTA|ES","30458.00","30026.00"
"22/04/2022 22:00 - 22/04/2022 23:00","CTA|ES","28494.00","28210.00"
"22/04/2022 23:00 - 23/04/2022 00:00","CTA|ES","26094.00","25957.00"
"23/04/2022 00:00 - 23/04/2022 01:00","CTA|ES","24652.00","24678.00"
"23/04/2022 01:00 - 23/04/2022 02:00","CTA|ES","23050.00","23132.00"
"23/04/2022 02:00 - 23/04/2022 03:00","CTA|ES","21820.00","22040.00"
"23/04/2022 03:00 - 23/04/2022 04:00","CTA|ES","21121.00","21310.00"
"23/04/2022 04:00 - 23/04/2022 05:00","CTA|ES","20771.00","21037.00"
"23/04/2022 05:00 - 23/04/2022 06:00","CTA|ES","20492.00","20941.00"
"23/04/2022 06:00 - 23/04/2022 07:00","CTA|ES","20855.00","21395.00"
"23/04/2022 07:00 - 23/04/2022 08:00","CTA|ES","21478.00","22043.00"
"23/04/2022 08:00 - 23/04/2022 09:00","CTA|ES","22782.00","23323.00"
"23/04/2022 09:00 - 23/04/2022 10:00","CTA|ES","24945.00","25343.00"
"23/04/2022 10:00 - 23/04/2022 11:00","CTA|ES","26257.00","26672.00"
"23/04/2022 11:00 - 23/04/2022 12:00","CTA|ES","26642.00","26964.00"
"23/04/2022 12:00 - 23/04/2022 13:00","CTA|ES","26925.00","27055.00"
"23/04/2022 13:00 - 23/04/2022 14:00","CTA|ES","27118.00","27260.00"
"23/04/2022 14:00 - 23/04/2022 15:00","CTA|ES","26752.00","26785.00"
"23/04/2022 15:00 - 23/04/2022 16:00","CTA|ES","25539.00","25490.00"
"23/04/2022 16:00 - 23/04/2022 17:00","CTA|ES","24734.00","24684.00"
"23/04/2022 17:00 - 23/04/2022 18:00","CTA|ES","24270.00","24316.00"
"23/04/2022 18:00 - 23/04/2022 19:00","CTA|ES","24231.00","24300.00"
"23/04/2022 19:00 - 23/04/2022 20:00","CTA|ES","24897.00","24881.00"
"23/04/2022 20:00 - 23/04/2022 21:00","CTA|ES","25919.00","25963.00"
"23/04/2022 21:00 - 23/04/2022 22:00","CTA|ES","27576.00","27853.00"
"23/04/2022 22:00 - 23/04/2022 23:00","CTA|ES","26157.00","26648.00"
"23/04/2022 23:00 - 24/04/2022 00:00","CTA|ES","24343.00","24669.00"
"24/04/2022 00:00 - 24/04/2022 01:00","CTA|ES","22835.00","22699.00"
"24/04/2022 01:00 - 24/04/2022 02:00","CTA|ES","21484.00","21201.00"
"24/04/2022 02:00 - 24/04/2022 03:00","CTA|ES","20162.00","20186.00"
"24/04/2022 03:00 - 24/04/2022 04:00","CTA|ES","19479.00","19542.00"
"24/04/2022 04:00 - 24/04/2022 05:00","CTA|ES","19223.00","19257.00"
"24/04/2022 05:00 - 24/04/2022 06:00","CTA|ES","19364.00","19125.00"
"24/04/2022 06:00 - 24/04/2022 07:00","CTA|ES","19639.00","19486.00"
"24/04/2022 07:00 - 24/04/2022 08:00","CTA|ES","19522.00","19696.00"
"24/04/2022 08:00 - 24/04/2022 09:00","CTA|ES","20128.00","20437.00"
"24/04/2022 09:00 - 24/04/2022 10:00","CTA|ES","21873.00","21997.00"
"24/04/2022 10:00 - 24/04/2022 11:00","CTA|ES","23261.00","23333.00"
"24/04/2022 11:00 - 24/04/2022 12:00","CTA|ES","23640.00","23833.00"
"24/04/2022 12:00 - 24/04/2022 13:00","CTA|ES","23698.00","23989.00"
"24/04/2022 13:00 - 24/04/2022 14:00","CTA|ES","23883.00","24370.00"
"24/04/2022 14:00 - 24/04/2022 15:00","CTA|ES","23709.00","24318.00"
"24/04/2022 15:00 - 24/04/2022 16:00","CTA|ES","22618.00","23142.00"
"24/04/2022 16:00 - 24/04/2022 17:00","CTA|ES","21930.00","22416.00"
"24/04/2022 17:00 - 24/04/2022 18:00","CTA|ES","21642.00","22128.00"
"24/04/2022 18:00 - 24/04/2022 19:00","CTA|ES","21859.00","22342.00"
"24/04/2022 19:00 - 24/04/2022 20:00","CTA|ES","22552.00","23291.00"
"24/04/2022 20:00 - 24/04/2022 21:00","CTA|ES","24420.00","25016.00"
"24/04/2022 21:00 - 24/04/2022 22:00","CTA|ES","26810.00","26984.00"
"24/04/2022 22:00 - 24/04/2022 23:00","CTA|ES","26051.00","26034.00"
"24/04/2022 23:00 - 25/04/2022 00:00","CTA|ES","23970.00","23989.00"
"25/04/2022 00:00 - 25/04/2022 01:00","CTA|ES","22388.00","22236.00"
"25/04/2022 01:00 - 25/04/2022 02:00","CTA|ES","21084.00","20974.00"
"25/04/2022 02:00 - 25/04/2022 03:00","CTA|ES","20298.00","20126.00"
"25/04/2022 03:00 - 25/04/2022 04:00","CTA|ES","19897.00","19735.00"
"25/04/2022 04:00 - 25/04/2022 05:00","CTA|ES","19987.00","19857.00"
"25/04/2022 05:00 - 25/04/2022 06:00","CTA|ES","20907.00","20642.00"
"25/04/2022 06:00 - 25/04/2022 07:00","CTA|ES","23580.00","23220.00"
"25/04/2022 07:00 - 25/04/2022 08:00","CTA|ES","26422.00","26148.00"
"25/04/2022 08:00 - 25/04/2022 09:00","CTA|ES","28239.00","28237.00"
"25/04/2022 09:00 - 25/04/2022 10:00","CTA|ES","28641.00","29174.00"
"25/04/2022 10:00 - 25/04/2022 11:00","CTA|ES","28805.00","29417.00"
"25/04/2022 11:00 - 25/04/2022 12:00","CTA|ES","28672.00","29281.00"
"25/04/2022 12:00 - 25/04/2022 13:00","CTA|ES","28707.00","29289.00"
"25/04/2022 13:00 - 25/04/2022 14:00","CTA|ES","28530.00","29260.00"
"25/04/2022 14:00 - 25/04/2022 15:00","CTA|ES","28139.00","28716.00"
"25/04/2022 15:00 - 25/04/2022 16:00","CTA|ES","27521.00","27934.00"
"25/04/2022 16:00 - 25/04/2022 17:00","CTA|ES","26952.00","27531.00"
"25/04/2022 17:00 - 25/04/2022 18:00","CTA|ES","26591.00","27317.00"
"25/04/2022 18:00 - 25/04/2022 19:00","CTA|ES","26254.00","27093.00"
"25/04/2022 19:00 - 25/04/2022 20:00","CTA|ES","26651.00","27388.00"
"25/04/2022 20:00 - 25/04/2022 21:00","CTA|ES","28032.00","28779.00"
"25/04/2022 21:00 - 25/04/2022 22:00","CTA|ES","29780.00","30227.00"
"25/04/2022 22:00 - 25/04/2022 23:00","CTA|ES","27972.00","28145.00"
"25/04/2022 23:00 - 26/04/2022 00:00","CTA|ES","25500.00","25594.00"
"26/04/2022 00:00 - 26/04/2022 01:00","CTA|ES","23890.00","24004.00"
"26/04/2022 01:00 - 26/04/2022 02:00","CTA|ES","22560.00","22662.00"
"26/04/2022 02:00 - 26/04/2022 03:00","CTA|ES","21774.00","21766.00"
"26/04/2022 03:00 - 26/04/2022 04:00","CTA|ES","21388.00","21351.00"
"26/04/2022 04:00 - 26/04/2022 05:00","CTA|ES","21295.00","21367.00"
"26/04/2022 05:00 - 26/04/2022 06:00","CTA|ES","21862.00","21985.00"
"26/04/2022 06:00 - 26/04/2022 07:00","CTA|ES","24446.00","24249.00"
"26/04/2022 07:00 - 26/04/2022 08:00","CTA|ES","27197.00","26976.00"
"26/04/2022 08:00 - 26/04/2022 09:00","CTA|ES","28884.00","28626.00"
"26/04/2022 09:00 - 26/04/2022 10:00","CTA|ES","29411.00","29304.00"
"26/04/2022 10:00 - 26/04/2022 11:00","CTA|ES","29305.00","29512.00"
"26/04/2022 11:00 - 26/04/2022 12:00","CTA|ES","29254.00","29338.00"
"26/04/2022 12:00 - 26/04/2022 13:00","CTA|ES","29332.00","29452.00"
"26/04/2022 13:00 - 26/04/2022 14:00","CTA|ES","29343.00","29313.00"
"26/04/2022 14:00 - 26/04/2022 15:00","CTA|ES","28935.00","28801.00"
"26/04/2022 15:00 - 26/04/2022 16:00","CTA|ES","28193.00","28101.00"
"26/04/2022 16:00 - 26/04/2022 17:00","CTA|ES","27740.00","27591.00"
"26/04/2022 17:00 - 26/04/2022 18:00","CTA|ES","27522.00","27316.00"
"26/04/2022 18:00 - 26/04/2022 19:00","CTA|ES","27284.00","27018.00"
"26/04/2022 19:00 - 26/04/2022 20:00","CTA|ES","27707.00","27456.00"
"26/04/2022 20:00 - 26/04/2022 21:00","CTA|ES","29426.00","28695.00"
"26/04/2022 21:00 - 26/04/2022 22:00","CTA|ES","30524.00","30118.00"
"26/04/2022 22:00 - 26/04/2022 23:00","CTA|ES","28313.00","28085.00"
"26/04/2022 23:00 - 27/04/2022 00:00","CTA|ES","25856.00","25529.00"
"27/04/2022 00:00 - 27/04/2022 01:00","CTA|ES","24314.00","24131.00"
"27/04/2022 01:00 - 27/04/2022 02:00","CTA|ES","22993.00","22809.00"
"27/04/2022 02:00 - 27/04/2022 03:00","CTA|ES","22228.00","21997.00"
"27/04/2022 03:00 - 27/04/2022 04:00","CTA|ES","21710.00","21486.00"
"27/04/2022 04:00 - 27/04/2022 05:00","CTA|ES","21642.00","21446.00"
"27/04/2022 05:00 - 27/04/2022 06:00","CTA|ES","22189.00","22037.00"
"27/04/2022 06:00 - 27/04/2022 07:00","CTA|ES","24431.00","24458.00"
"27/04/2022 07:00 - 27/04/2022 08:00","CTA|ES","27332.00","27334.00"
"27/04/2022 08:00 - 27/04/2022 09:00","CTA|ES","29214.00","29071.00"
"27/04/2022 09:00 - 27/04/2022 10:00","CTA|ES","29944.00","29767.00"
"27/04/2022 10:00 - 27/04/2022 11:00","CTA|ES","29973.00","29949.00"
"27/04/2022 11:00 - 27/04/2022 12:00","CTA|ES","29955.00","29991.00"
"27/04/2022 12:00 - 27/04/2022 13:00","CTA|ES","30150.00","30132.00"
"27/04/2022 13:00 - 27/04/2022 14:00","CTA|ES","30196.00","30004.00"
"27/04/2022 14:00 - 27/04/2022 15:00","CTA|ES","29815.00","29363.00"
"27/04/2022 15:00 - 27/04/2022 16:00","CTA|ES","29059.00","28538.00"
"27/04/2022 16:00 - 27/04/2022 17:00","CTA|ES","28555.00","28079.00"
"27/04/2022 17:00 - 27/04/2022 18:00","CTA|ES","28436.00","27810.00"
"27/04/2022 18:00 - 27/04/2022 19:00","CTA|ES","28126.00","27553.00"
"27/04/2022 19:00 - 27/04/2022 20:00","CTA|ES","28502.00","27970.00"
"27/04/2022 20:00 - 27/04/2022 21:00","CTA|ES","29641.00","29252.00"
"27/04/2022 21:00 - 27/04/2022 22:00","CTA|ES","30517.00","30467.00"
"27/04/2022 22:00 - 27/04/2022 23:00","CTA|ES","28370.00","28209.00"
"27/04/2022 23:00 - 28/04/2022 00:00","CTA|ES","25857.00","25734.00"
"28/04/2022 00:00 - 28/04/2022 01:00","CTA|ES","24367.00","24233.00"
"28/04/2022 01:00 - 28/04/2022 02:00","CTA|ES","22862.00","22905.00"
"28/04/2022 02:00 - 28/04/2022 03:00","CTA|ES","21990.00","22078.00"
"28/04/2022 03:00 - 28/04/2022 04:00","CTA|ES","21697.00","21615.00"
"28/04/2022 04:00 - 28/04/2022 05:00","CTA|ES","21677.00","21565.00"
"28/04/2022 05:00 - 28/04/2022 06:00","CTA|ES","22177.00","22095.00"
"28/04/2022 06:00 - 28/04/2022 07:00","CTA|ES","24535.00","24343.00"
"28/04/2022 07:00 - 28/04/2022 08:00","CTA|ES","27115.00","27151.00"
"28/04/2022 08:00 - 28/04/2022 09:00","CTA|ES","29136.00","28883.00"
"28/04/2022 09:00 - 28/04/2022 10:00","CTA|ES","29956.00","29570.00"
"28/04/2022 10:00 - 28/04/2022 11:00","CTA|ES","30198.00","29672.00"
"28/04/2022 11:00 - 28/04/2022 12:00","CTA|ES","30156.00","29626.00"
"28/04/2022 12:00 - 28/04/2022 13:00","CTA|ES","30347.00","29793.00"
"28/04/2022 13:00 - 28/04/2022 14:00","CTA|ES","30293.00","29739.00"
"28/04/2022 14:00 - 28/04/2022 15:00","CTA|ES","29583.00","29225.00"
"28/04/2022 15:00 - 28/04/2022 16:00","CTA|ES","28678.00","28570.00"
"28/04/2022 16:00 - 28/04/2022 17:00","CTA|ES","28163.00","28085.00"
"28/04/2022 17:00 - 28/04/2022 18:00","CTA|ES","27940.00","27857.00"
"28/04/2022 18:00 - 28/04/2022 19:00","CTA|ES","27772.00","27607.00"
"28/04/2022 19:00 - 28/04/2022 20:00","CTA|ES","28124.00","27873.00"
"28/04/2022 20:00 - 28/04/2022 21:00","CTA|ES","29305.00","28975.00"
"28/04/2022 21:00 - 28/04/2022 22:00","CTA|ES","30325.00","30305.00"
"28/04/2022 22:00 - 28/04/2022 23:00","CTA|ES","28358.00","28225.00"
"28/04/2022 23:00 - 29/04/2022 00:00","CTA|ES","25781.00","25862.00"
"29/04/2022 00:00 - 29/04/2022 01:00","CTA|ES","24292.00","24374.00"
"29/04/2022 01:00 - 29/04/2022 02:00","CTA|ES","22878.00","22969.00"
"29/04/2022 02:00 - 29/04/2022 03:00","CTA|ES","22005.00","22092.00"
"29/04/2022 03:00 - 29/04/2022 04:00","CTA|ES","21723.00","21657.00"
"29/04/2022 04:00 - 29/04/2022 05:00","CTA|ES","21639.00","21602.00"
"29/04/2022 05:00 - 29/04/2022 06:00","CTA|ES","22274.00","22132.00"
"29/04/2022 06:00 - 29/04/2022 07:00","CTA|ES","24471.00","24329.00"
"29/04/2022 07:00 - 29/04/2022 08:00","CTA|ES","26890.00","26963.00"
"29/04/2022 08:00 - 29/04/2022 09:00","CTA|ES","28530.00","28755.00"
"29/04/2022 09:00 - 29/04/2022 10:00","CTA|ES","29200.00","29447.00"
"29/04/2022 10:00 - 29/04/2022 11:00","CTA|ES","29195.00","29588.00"
"29/04/2022 11:00 - 29/04/2022 12:00","CTA|ES","29093.00","29480.00"
"29/04/2022 12:00 - 29/04/2022 13:00","CTA|ES","29307.00","29626.00"
"29/04/2022 13:00 - 29/04/2022 14:00","CTA|ES","29249.00","29506.00"
"29/04/2022 14:00 - 29/04/2022 15:00","CTA|ES","28694.00","28848.00"
"29/04/2022 15:00 - 29/04/2022 16:00","CTA|ES","27860.00","27899.00"
"29/04/2022 16:00 - 29/04/2022 17:00","CTA|ES","27277.00","27356.00"
"29/04/2022 17:00 - 29/04/2022 18:00","CTA|ES","27011.00","27071.00"
"29/04/2022 18:00 - 29/04/2022 19:00","CTA|ES","26947.00","26859.00"
"29/04/2022 19:00 - 29/04/2022 20:00","CTA|ES","27228.00","27244.00"
"29/04/2022 20:00 - 29/04/2022 21:00","CTA|ES","27682.00","28208.00"
"29/04/2022 21:00 - 29/04/2022 22:00","CTA|ES","28873.00","29468.00"
"29/04/2022 22:00 - 29/04/2022 23:00","CTA|ES","27164.00","27579.00"
"29/04/2022 23:00 - 30/04/2022 00:00","CTA|ES","24942.00","25471.00"
"30/04/2022 00:00 - 30/04/2022 01:00","CTA|ES","23613.00","23980.00"
"30/04/2022 01:00 - 30/04/2022 02:00","CTA|ES","22221.00","22551.00"
"30/04/2022 02:00 - 30/04/2022 03:00","CTA|ES","21154.00","21435.00"
"30/04/2022 03:00 - 30/04/2022 04:00","CTA|ES","20507.00","20875.00"
"30/04/2022 04:00 - 30/04/2022 05:00","CTA|ES","20301.00","20571.00"
"30/04/2022 05:00 - 30/04/2022 06:00","CTA|ES","20191.00","20472.00"
"30/04/2022 06:00 - 30/04/2022 07:00","CTA|ES","20526.00","20939.00"
"30/04/2022 07:00 - 30/04/2022 08:00","CTA|ES","20971.00","21414.00"
"30/04/2022 08:00 - 30/04/2022 09:00","CTA|ES","22447.00","22555.00"
"30/04/2022 09:00 - 30/04/2022 10:00","CTA|ES","24273.00","24398.00"
"30/04/2022 10:00 - 30/04/2022 11:00","CTA|ES","25317.00","25437.00"
"30/04/2022 11:00 - 30/04/2022 12:00","CTA|ES","25360.00","25529.00"
